datetime,서울,부산,대구,인천,광주,대전,울산,경기,강원,충북,충남,전북,전남,경북,경남,제주,세종,Foreign oil
2017-10-26,0.53739946,0.498248997,0.487288032,0.508221405,0.485092081,0.48162992,0.482822681,0.484202906,0.471554868,0.45344053,0.457523279,0.476122249,0.447390475,0.46717425,0.458016822,0.577377933,0.486279843,0.526580379
2017-10-29,0.537978645,0.500526955,0.489153203,0.508895745,0.484760589,0.481749147,0.483393597,0.48508666,0.473021234,0.455256562,0.45906222,0.47741948,0.449507697,0.469085927,0.459898911,0.577509141,0.486669741,0.545773151
2017-11-01,0.540641027,0.503532726,0.492112086,0.510161287,0.486583794,0.482831358,0.486610663,0.487324248,0.477127058,0.458160322,0.464029688,0.482259891,0.45343828,0.474029918,0.466330995,0.61241056,0.490112262,0.564965923
2017-11-04,0.544340336,0.505999726,0.497336517,0.508997358,0.488379374,0.48441799,0.489601174,0.489195173,0.480211157,0.461035706,0.469435462,0.48623871,0.457535495,0.478681979,0.470133978,0.617177796,0.490844511,0.591733884
2017-11-07,0.561202089,0.514969777,0.508586132,0.527841927,0.497384899,0.492818886,0.496415917,0.500082264,0.486937519,0.466909435,0.476389917,0.492782946,0.463093202,0.485537647,0.478302628,0.638695964,0.496474269,0.618501845
2017-11-10,0.571216382,0.527919166,0.519738095,0.539906147,0.508858195,0.504622327,0.503828761,0.509465094,0.493976075,0.476462521,0.485311879,0.500304946,0.471895354,0.496715777,0.487616054,0.646244817,0.506373894,0.615206653
2017-11-13,0.582379702,0.535669895,0.532657575,0.553226671,0.519825046,0.517691405,0.512446873,0.522881224,0.504297398,0.486583117,0.49632797,0.514477671,0.479001769,0.506500172,0.495813809,0.647766834,0.515997737,0.612324142
2017-11-16,0.592664904,0.544970769,0.54386813,0.561642064,0.526197053,0.525578708,0.521699336,0.534285405,0.514978217,0.49589974,0.506146024,0.525726788,0.487078577,0.514693072,0.503119028,0.648606567,0.524708646,0.584955918
2017-11-19,0.597438508,0.550282854,0.550664772,0.566556432,0.531611418,0.531916064,0.534993521,0.540734926,0.523587204,0.502530149,0.511337515,0.531932196,0.493930141,0.521850089,0.511113051,0.649428806,0.53046203,0.601825799
2017-11-22,0.600689417,0.554980552,0.556846202,0.572302178,0.539438306,0.536226567,0.541944195,0.546930602,0.531647486,0.510692835,0.517113414,0.53857324,0.502506849,0.529412042,0.519301105,0.649918651,0.534741407,0.618695679
2017-11-25,0.604472802,0.560935381,0.56417017,0.579876956,0.548388582,0.542417183,0.548650192,0.552073295,0.53708723,0.517512414,0.523707484,0.544991626,0.509858313,0.537322428,0.526645129,0.64985742,0.538307554,0.619589821
2017-11-28,0.608863396,0.566398699,0.569726621,0.586638831,0.556464088,0.548020837,0.555392437,0.559133922,0.544816397,0.522374084,0.52996065,0.550064377,0.517013737,0.544347605,0.534852586,0.679764175,0.543328689,0.620483962
2017-12-01,0.610946594,0.57084119,0.575175653,0.588163024,0.561040516,0.551845262,0.559189481,0.565367204,0.554428188,0.529042327,0.539204036,0.557141059,0.528482021,0.552126152,0.542099595,0.699935271,0.561225994,0.602088414
2017-12-04,0.612450606,0.571918731,0.578349373,0.592892641,0.565764273,0.553514436,0.560122883,0.5693723,0.559025955,0.53356349,0.544005922,0.562213811,0.535980514,0.556834715,0.548221233,0.67067581,0.571743751,0.583692866
2017-12-07,0.614842079,0.574243949,0.583720283,0.595128125,0.57106814,0.554697531,0.561174093,0.572155183,0.564323792,0.538434618,0.54900261,0.5651471,0.540597233,0.561929381,0.552538394,0.648702787,0.576508124,0.597814669
2017-12-10,0.615720198,0.575983137,0.586942829,0.595580764,0.571694291,0.557274662,0.562542479,0.573603035,0.566584834,0.541300544,0.552051272,0.56714135,0.544557221,0.564839273,0.555681675,0.648230437,0.576898022,0.611936472
2017-12-13,0.615645464,0.579348088,0.590223967,0.600097918,0.571998158,0.560750578,0.565714234,0.575859427,0.569233753,0.544251596,0.555099934,0.568729005,0.547625232,0.568672044,0.561609282,0.647215759,0.577601742,0.613118239
2017-12-16,0.616187282,0.582779203,0.592675055,0.602324164,0.57388582,0.564153124,0.568315073,0.577147451,0.572478679,0.547249941,0.558986247,0.570868467,0.550212947,0.571384176,0.567294353,0.648142965,0.578895065,0.614024886
2017-12-19,0.618784272,0.585142231,0.595643704,0.609594103,0.575524862,0.566721083,0.571622761,0.580607251,0.574086951,0.548489004,0.560573889,0.572717504,0.552320367,0.573022756,0.571029425,0.648449117,0.580207407,0.633977365
2017-12-22,0.619288724,0.587004296,0.597987373,0.612014337,0.579650092,0.570573022,0.572438355,0.58232775,0.575591158,0.549973989,0.563174504,0.574856966,0.554712043,0.575461792,0.57518166,0.648247931,0.588043421,0.643469018
2017-12-25,0.618933739,0.587637587,0.599413106,0.612670202,0.581906077,0.573122638,0.574214538,0.584132864,0.576868316,0.550295578,0.563476448,0.576289728,0.556976294,0.577222795,0.576957032,0.648160459,0.590592028,0.65296067
2017-12-28,0.619307407,0.591579117,0.602664948,0.613898794,0.583977901,0.578717121,0.576652258,0.586060199,0.579555076,0.55217782,0.565414735,0.578806742,0.560397175,0.579313397,0.577946584,0.641897448,0.592874362,0.66919694
2017-12-31,0.621315871,0.595237083,0.605741015,0.613427679,0.587099448,0.585467185,0.579488713,0.588532828,0.583859569,0.554041144,0.569349749,0.580646098,0.562377169,0.581648845,0.581633148,0.618761043,0.598332945,0.68543321
2018-01-03,0.626042766,0.600473551,0.607108155,0.607589558,0.590349908,0.592253934,0.584944132,0.592067842,0.586253057,0.557228659,0.573664628,0.584324811,0.565602011,0.585123765,0.584611504,0.627202113,0.602013209,0.70166948
2018-01-06,0.629359067,0.60423549,0.609715488,0.611358472,0.59286372,0.598059357,0.589946443,0.595019955,0.59077514,0.562071412,0.577940546,0.58689991,0.569601208,0.589634568,0.5865421,0.661368765,0.605056321,0.712270994
2018-01-09,0.630554803,0.606248789,0.614012216,0.615339849,0.594871087,0.601397704,0.594395962,0.598282322,0.59479582,0.565438638,0.581456734,0.588381076,0.573698423,0.592648049,0.588210755,0.662855793,0.60857492,0.722872507
2018-01-12,0.633179818,0.609991824,0.617976925,0.618083396,0.600248619,0.60551561,0.600993212,0.601638705,0.600926176,0.571444786,0.588820275,0.591440216,0.577354551,0.59710235,0.592110752,0.663634296,0.610876274,0.723347715
2018-01-15,0.638803516,0.616589396,0.622176,0.623478116,0.605948435,0.611742911,0.607472655,0.607223275,0.60481441,0.577195555,0.594703316,0.595651374,0.58197127,0.600746778,0.597378659,0.663949196,0.615982997,0.723822923
2018-01-18,0.645669659,0.623366557,0.626990288,0.629704214,0.613618785,0.617089769,0.616462315,0.612394173,0.609393256,0.58378813,0.60014805,0.601537315,0.586411555,0.604513629,0.60202567,0.664185371,0.619920023,0.716726068
2018-01-21,0.648182574,0.629226865,0.631042884,0.632475474,0.620322284,0.620079607,0.621219948,0.615929187,0.612723325,0.589028139,0.605018117,0.605583899,0.590685205,0.607696618,0.606837607,0.66422036,0.625264489,0.721052961
2018-01-24,0.651891225,0.636807456,0.636101305,0.635514623,0.627412523,0.624151656,0.626829423,0.619793258,0.618163069,0.594154646,0.610297269,0.610705054,0.596095883,0.613205637,0.613027154,0.664587743,0.631341204,0.744219346
2018-01-27,0.65362878,0.642176253,0.639157841,0.639699226,0.633038674,0.629581056,0.630717089,0.623591518,0.624028533,0.59936628,0.61546928,0.61664908,0.603221901,0.618422725,0.61880924,0.664622732,0.635867834,0.736888014
2018-01-30,0.661148841,0.647507243,0.644050252,0.647338666,0.639198895,0.636432004,0.636000326,0.62964617,0.628711443,0.606223694,0.622969182,0.623212678,0.610053862,0.623884659,0.623766699,0.690698203,0.6425817,0.729556681
2018-02-02,0.662624828,0.651959186,0.649684825,0.649250836,0.642587477,0.641705492,0.641573553,0.634093142,0.633488957,0.612854103,0.631900884,0.62816926,0.617856215,0.630806247,0.629412963,0.711744021,0.65024654,0.712899394
2018-02-05,0.665987837,0.657025516,0.6543624,0.651846583,0.644861878,0.644576103,0.643231928,0.638079434,0.637604242,0.616448333,0.636274204,0.631780207,0.622659171,0.634262333,0.633206244,0.71344973,0.654021901,0.696242106
2018-02-08,0.668510094,0.660664578,0.658063445,0.654045116,0.647679558,0.645970138,0.651659734,0.641699063,0.641284347,0.620042563,0.641631278,0.634790943,0.62772678,0.638113938,0.635573406,0.714726824,0.656551488,0.625536172
2018-02-11,0.66964978,0.661004854,0.6579072,0.654654793,0.64854512,0.646226934,0.653354358,0.642695636,0.642495282,0.620969496,0.642868274,0.635333069,0.630608554,0.639375833,0.636756987,0.714893021,0.656998445,0.62447946
2018-02-14,0.667874859,0.659691011,0.658727485,0.655439984,0.648987109,0.645529917,0.654369319,0.643475972,0.644179237,0.62378813,0.644056571,0.638266358,0.632470925,0.641344012,0.638105494,0.71524291,0.669389618,0.655180391
2018-02-17,0.667043448,0.659851696,0.658151333,0.655476934,0.64839779,0.644915441,0.652747193,0.642770849,0.645465855,0.624213762,0.644368255,0.638779442,0.632372905,0.641871371,0.638289822,0.715111702,0.671167937,0.660241981
2018-02-20,0.659392603,0.656316608,0.653991319,0.653047462,0.644944751,0.644236766,0.65290125,0.640119589,0.644936071,0.622927406,0.640968948,0.636572214,0.632029837,0.641673612,0.637775643,0.695063067,0.669570303,0.66530357
2018-02-23,0.656207087,0.65421824,0.651100792,0.651763445,0.641003683,0.64462196,0.652892188,0.638004221,0.644595496,0.622426105,0.638426774,0.634674773,0.631902412,0.640618894,0.636504749,0.663258166,0.669446677,0.67402301
2018-02-26,0.655534485,0.652318366,0.649762948,0.650571803,0.638618785,0.644282622,0.652393769,0.637139271,0.644075173,0.622009931,0.637481981,0.633958392,0.631588749,0.640053866,0.635612212,0.66170116,0.669446677,0.68274245
2018-03-01,0.653385896,0.650777672,0.647097023,0.643209489,0.635598527,0.639669467,0.651088818,0.635559797,0.643365641,0.621120832,0.636244984,0.633183926,0.631676967,0.638914394,0.633012214,0.652114204,0.669731968,0.646282749
2018-03-04,0.648705709,0.649246431,0.645964249,0.639837789,0.632532228,0.638449686,0.650671959,0.634008527,0.642362836,0.620231733,0.635105388,0.632225524,0.630853603,0.638349366,0.630984604,0.641530064,0.670264513,0.668267367
2018-03-07,0.64793969,0.645285997,0.6422925,0.637842482,0.629383057,0.63533145,0.650309473,0.630905988,0.640527513,0.619125089,0.63231971,0.628905002,0.629667567,0.637200477,0.626939084,0.637777506,0.667744436,0.631526293
2018-03-10,0.644427214,0.63942569,0.635320082,0.633722541,0.625810313,0.632708463,0.649421381,0.627681228,0.638512443,0.617450934,0.630439864,0.625836181,0.628069849,0.634752024,0.623543565,0.622837249,0.664958086,0.641042956
2018-03-13,0.638775491,0.63158044,0.629011704,0.626729728,0.618895028,0.628159507,0.647844566,0.622059052,0.636317624,0.612740601,0.626134726,0.621973533,0.625991835,0.632350656,0.618411479,0.618822274,0.663122709,0.65055962
2018-03-16,0.629443142,0.622496964,0.620310829,0.615820201,0.611399632,0.622399941,0.645506529,0.614923212,0.633337591,0.608673445,0.621488682,0.61676525,0.623688376,0.629666775,0.612037603,0.61373139,0.659518523,0.669374101
2018-03-19,0.626089475,0.613148828,0.613289585,0.609834279,0.604539595,0.617319051,0.640830456,0.608962577,0.63065083,0.60555214,0.616384852,0.61230239,0.62094383,0.625965844,0.607148054,0.599324714,0.654611504,0.688188583
2018-03-22,0.620232234,0.598781623,0.608797551,0.603525043,0.598259669,0.610963352,0.633752911,0.603782277,0.627878925,0.603178056,0.612888144,0.607752403,0.619159875,0.621106607,0.600948805,0.579695947,0.651806135,0.725298568
2018-03-25,0.621521388,0.593346661,0.606990972,0.603913019,0.596049724,0.609000697,0.630626467,0.60258827,0.626545006,0.601059352,0.611358943,0.605913047,0.617885621,0.618064875,0.597708509,0.574062735,0.649942228,0.720727818
2018-03-28,0.622707783,0.588960882,0.603612181,0.603931494,0.590635359,0.606111743,0.629638692,0.601939557,0.624369108,0.599697328,0.610121946,0.602718375,0.61647414,0.615597587,0.595089108,0.57099246,0.640917498,0.739254674
2018-03-31,0.621287846,0.585652644,0.597713945,0.601104809,0.586473297,0.601186764,0.62849686,0.599946411,0.621918858,0.598571766,0.607959637,0.600259446,0.614729393,0.613205637,0.59327493,0.570126485,0.623248427,0.724135559
2018-04-03,0.623912861,0.583412495,0.592987544,0.601160234,0.58164825,0.598517921,0.627635955,0.599871198,0.620811988,0.597077323,0.605875248,0.597316476,0.61280821,0.61122804,0.591936125,0.571832193,0.614898888,0.709016445
2018-04-06,0.620876811,0.581588238,0.59183524,0.596098066,0.577633517,0.596555266,0.624853873,0.598583174,0.618967205,0.595800426,0.605349281,0.59630967,0.611729995,0.608996181,0.590180157,0.577176746,0.610001379,0.731717001
2018-04-09,0.619830542,0.57913069,0.587616634,0.593363756,0.57359116,0.593739682,0.621645869,0.597501986,0.617434617,0.595024829,0.60456033,0.594150847,0.611661382,0.606670151,0.589462247,0.582818705,0.608337177,0.754417558
2018-04-12,0.622128598,0.575841356,0.585390148,0.592144401,0.57,0.590016141,0.618791289,0.59637379,0.616639941,0.594532987,0.604190205,0.593637763,0.611102671,0.605153994,0.587560756,0.58651878,0.607776103,0.779109611
2018-04-15,0.623567218,0.574726007,0.585614749,0.590592495,0.569300184,0.589539235,0.618664419,0.597426773,0.617094041,0.595308584,0.605485643,0.594489675,0.610573365,0.605182245,0.587871203,0.586728714,0.608013846,0.761101732
2018-04-18,0.628210039,0.576767662,0.588485745,0.595266688,0.569686924,0.589979456,0.620168737,0.601084008,0.618588788,0.596727359,0.60600187,0.595351269,0.611886827,0.605992118,0.588511501,0.586912405,0.607119932,0.794597636
2018-04-21,0.631984082,0.578081506,0.589452509,0.595663902,0.570837937,0.592602443,0.621029642,0.605794226,0.622145908,0.598543391,0.609576499,0.598516898,0.61330811,0.608271063,0.590771947,0.58677245,0.608251589,0.794481961
2018-04-24,0.641026839,0.581833993,0.595594877,0.600947771,0.574558011,0.597417367,0.622216785,0.611491616,0.624548856,0.600681012,0.611894651,0.60407369,0.614925432,0.610917275,0.593983139,0.587052361,0.610077457,0.794366285
2018-04-27,0.646818687,0.587533614,0.604491057,0.613215216,0.577808471,0.598903115,0.624174211,0.617884727,0.626772056,0.604738709,0.615849145,0.610908352,0.618267897,0.614354527,0.598727165,0.620869124,0.610486375,0.799672774
2018-04-30,0.654628341,0.593044193,0.61178573,0.626849816,0.582762431,0.602773396,0.635655964,0.626393204,0.632069894,0.611009695,0.621138037,0.617626843,0.622316103,0.619138427,0.606371936,0.658814576,0.614043012,0.804979262
2018-05-03,0.660681757,0.607685509,0.617683966,0.636937203,0.596952118,0.611825452,0.644600314,0.635446977,0.640792405,0.618462994,0.628443137,0.625265013,0.631647561,0.626295444,0.614986854,0.691362992,0.61550751,0.81028575
2018-05-06,0.665034985,0.617024193,0.6250177,0.645980749,0.607237569,0.619969551,0.648632974,0.641934104,0.647859342,0.624194845,0.635358632,0.631993185,0.636999427,0.633424209,0.623271923,0.693191162,0.622259416,0.838304258
2018-05-09,0.675871346,0.636533345,0.644343211,0.663661389,0.624401473,0.638678968,0.65752295,0.653977596,0.660933649,0.637550248,0.64841041,0.648924945,0.646830784,0.646174998,0.637300271,0.699314218,0.636314791,0.866322766
2018-05-12,0.687286893,0.654596324,0.659176688,0.678432206,0.642384899,0.668448953,0.668406601,0.66873816,0.676401444,0.653913455,0.666624459,0.67614742,0.661964997,0.662419542,0.653909214,0.700145204,0.653137496,0.87276621
2018-05-15,0.706082375,0.674578082,0.683023529,0.696149796,0.658895028,0.689497047,0.687464318,0.687184164,0.691074562,0.670730669,0.680124284,0.69850044,0.675609314,0.674746562,0.672730095,0.706285754,0.666650817,0.879209654
2018-05-18,0.721131839,0.697187525,0.703052142,0.71916973,0.672780847,0.700199934,0.703359342,0.702809678,0.702275705,0.685760227,0.691822184,0.717939534,0.68734225,0.689691542,0.688368889,0.710956771,0.678233663,0.882060902
2018-05-21,0.734453091,0.714881872,0.726274004,0.733534096,0.691629834,0.71275542,0.715865119,0.718877069,0.717336701,0.698302199,0.702848015,0.732751193,0.701045378,0.70697197,0.704550967,0.711604066,0.69120493,0.894660164
2018-05-24,0.758209011,0.742132301,0.756546407,0.757838048,0.715,0.737444514,0.74187351,0.745887961,0.73981467,0.719820288,0.72225036,0.75222901,0.726736293,0.732238121,0.725350951,0.713012369,0.716025315,0.882342275
2018-05-27,0.774323428,0.758730204,0.771672843,0.780968833,0.726740331,0.750972156,0.753210269,0.76327158,0.757042104,0.735284937,0.736996922,0.764726952,0.742919315,0.748529751,0.741494223,0.731294064,0.721493407,0.86941787
2018-05-30,0.78460863,0.768702178,0.78078386,0.792977627,0.735460405,0.75729117,0.75875631,0.774224483,0.770693496,0.74359896,0.747545486,0.772655547,0.754436608,0.758285895,0.751418842,0.774181697,0.727227772,0.856493466
2018-06-02,0.78356236,0.772842202,0.785363782,0.794076893,0.741049724,0.758923658,0.761039973,0.77766548,0.778678095,0.748820052,0.754168777,0.779180422,0.761964507,0.763606571,0.759490478,0.774059236,0.729852457,0.838135434
2018-06-05,0.78643026,0.772379048,0.787971114,0.796155338,0.745128913,0.759556477,0.762127432,0.777129587,0.782263596,0.750068574,0.756876534,0.781116586,0.767620233,0.767891364,0.762536744,0.775152639,0.735700938,0.819777403
2018-06-08,0.784561921,0.772615351,0.788176185,0.791822935,0.747265193,0.758492608,0.762906778,0.776330449,0.78325694,0.751515725,0.758386255,0.781494138,0.770923491,0.769925463,0.762721073,0.781739298,0.73494967,0.833652223
2018-06-11,0.782740292,0.770932876,0.787287544,0.789993903,0.748075506,0.756905976,0.763523004,0.775051827,0.783228559,0.751723812,0.758717419,0.781203714,0.773422989,0.770245646,0.764079281,0.781922989,0.733399584,0.836353405
2018-06-14,0.781656655,0.768617109,0.7849927,0.78577235,0.746878453,0.754989178,0.7623268,0.773086885,0.782102769,0.751052258,0.758629758,0.779616059,0.773962096,0.77013264,0.763322565,0.782176659,0.733095273,0.835346714
2018-06-17,0.779872393,0.766490385,0.783537672,0.783527629,0.745073665,0.754897465,0.761339024,0.771121944,0.781478381,0.750617167,0.757548603,0.778309147,0.77388368,0.769256847,0.761847939,0.782062945,0.731440581,0.825045332
2018-06-20,0.774117911,0.764250235,0.781818981,0.781079683,0.744364641,0.754237133,0.75993439,0.767774963,0.780598561,0.750163159,0.755405774,0.776556918,0.772403586,0.76787253,0.759665105,0.781503123,0.729139227,0.81474395
2018-06-23,0.769942175,0.762633925,0.780471371,0.775075286,0.743508287,0.754246304,0.758203518,0.765123702,0.779188958,0.750617167,0.753428527,0.775772772,0.772668238,0.766930817,0.758491225,0.78151187,0.729462558,0.836043894
2018-06-26,0.770222426,0.761027066,0.778762445,0.775518688,0.743360958,0.753769397,0.757795721,0.764108326,0.778432124,0.749434855,0.752610356,0.77527905,0.77187428,0.766544715,0.758413613,0.74900719,0.73042304,0.857343838
2018-06-29,0.770231767,0.759155549,0.776291826,0.774899773,0.743195212,0.754640669,0.757125121,0.764108326,0.778905145,0.750021282,0.754441501,0.775104795,0.771599826,0.766977903,0.757986748,0.746295551,0.732572238,0.900468955
2018-07-02,0.773417284,0.760696242,0.775383654,0.77824376,0.743950276,0.75486078,0.758484445,0.766327111,0.780475576,0.751837314,0.757509643,0.775482347,0.772354576,0.767891364,0.75930615,0.745648257,0.73563437,0.903632839
2018-07-05,0.776845685,0.763049817,0.77794216,0.781338334,0.746141805,0.758345867,0.761384335,0.769109994,0.781658129,0.754391109,0.759993377,0.776082558,0.773775859,0.769793624,0.760771074,0.744607337,0.735491724,0.906796724
2018-07-08,0.779461358,0.765100925,0.779504607,0.782862527,0.747790055,0.759061227,0.764701085,0.77213732,0.782651473,0.756462521,0.762009584,0.77657628,0.775069716,0.770791839,0.761906148,0.74381134,0.736290541,0.909960608
2018-07-11,0.783403552,0.767378883,0.780598319,0.786576016,0.750911602,0.760895484,0.766894127,0.777110784,0.784940896,0.759517616,0.764093973,0.77810585,0.777618224,0.772929527,0.764001669,0.743487693,0.741073933,0.856562246
2018-07-14,0.784066812,0.770630408,0.781623675,0.785485987,0.752338858,0.763023222,0.768543439,0.779903069,0.788129059,0.761380941,0.765710835,0.779267549,0.781225342,0.774134919,0.765980772,0.743312748,0.745391349,0.804952167
2018-07-17,0.784150887,0.771726853,0.780559258,0.786160327,0.752265193,0.765150959,0.770836165,0.782403904,0.789245389,0.763376685,0.767035493,0.780361482,0.781695836,0.774671695,0.767833755,0.743216529,0.762271113,0.82102795
2018-07-20,0.782263865,0.772379048,0.78078386,0.784469858,0.752845304,0.764719909,0.771216776,0.78307142,0.790399561,0.764927879,0.768360151,0.781126267,0.782558407,0.775556905,0.768435247,0.743199034,0.760759066,0.826552242
2018-07-23,0.785187815,0.772983983,0.781740858,0.784479095,0.753471455,0.764591511,0.772231737,0.783372272,0.792045675,0.765883188,0.76902248,0.782181477,0.783734642,0.775905339,0.770220321,0.74302409,0.75923751,0.832076533
2018-07-26,0.785290573,0.773919742,0.782844336,0.784442145,0.75373849,0.764719909,0.772521727,0.784679099,0.794713515,0.767424923,0.770015974,0.783585196,0.785793051,0.777506251,0.771229275,0.743006595,0.764477369,0.829365973
2018-07-29,0.786878661,0.773957551,0.784768099,0.785449037,0.754502762,0.76715947,0.774660396,0.787396171,0.797438117,0.769827382,0.772451007,0.785250298,0.78639097,0.780256052,0.773324796,0.743164045,0.767434894,0.826655412
2018-08-01,0.794071763,0.779307444,0.788469144,0.790640531,0.758047882,0.770286878,0.781112652,0.793102962,0.803341422,0.774291795,0.777515876,0.78868699,0.788782647,0.784258331,0.778340464,0.743041584,0.771467018,0.815494279
2018-08-04,0.798920101,0.78332459,0.789523796,0.785966338,0.760128913,0.772992406,0.785969968,0.795020895,0.806879621,0.776940175,0.779512604,0.791436344,0.7900569,0.786744452,0.78203673,0.742997848,0.774243858,0.824967173
2018-08-07,0.799648752,0.784288705,0.791164364,0.790816044,0.763508287,0.775129315,0.789286718,0.796280714,0.809490698,0.778444077,0.782103479,0.793527402,0.792095706,0.789032814,0.786053145,0.789121954,0.778656371,0.79316576
2018-08-10,0.802171009,0.786973104,0.793595922,0.788894637,0.768038674,0.777724788,0.792576281,0.797512328,0.812565336,0.781281627,0.784168387,0.795095695,0.79301709,0.791443598,0.788672546,0.79231469,0.77971195,0.781523166
2018-08-13,0.805169692,0.789317227,0.79554898,0.7924788,0.770211786,0.779448989,0.793899356,0.799862736,0.815006126,0.784781272,0.786369658,0.796867286,0.794379561,0.79330819,0.79176732,0.792454646,0.780472728,0.769880573
2018-08-16,0.808205741,0.79130217,0.798283262,0.793245515,0.772440147,0.780732969,0.794216531,0.801000334,0.817172563,0.789170017,0.788512487,0.798590472,0.795898863,0.794852598,0.792912095,0.792507129,0.781556837,0.780972926
2018-08-19,0.80963502,0.791585733,0.799201199,0.793707392,0.773489871,0.781053964,0.795838657,0.801827677,0.818326735,0.790919839,0.789301438,0.799519831,0.796673218,0.795794311,0.794076273,0.792227218,0.782783592,0.792065279
2018-08-22,0.81134455,0.791992174,0.801525338,0.796229239,0.773278085,0.782548883,0.796500195,0.802673824,0.818922741,0.793549302,0.790333892,0.799965149,0.797849452,0.796170996,0.794212094,0.791746121,0.784552401,0.83636591
2018-08-25,0.813240913,0.791784227,0.8015644,0.793106952,0.773535912,0.784337283,0.796373325,0.803576381,0.819717417,0.794504611,0.791561149,0.8007977,0.798937468,0.797056206,0.795259854,0.791851087,0.786359249,0.837685237
2018-08-28,0.8147169,0.793816431,0.803624876,0.797282318,0.776049724,0.785978943,0.800333487,0.80570115,0.821231085,0.795923386,0.793363073,0.801552804,0.799917664,0.798572364,0.796880002,0.791763615,0.786387778,0.858882011
2018-08-31,0.818070567,0.796633159,0.80695484,0.795656512,0.78232965,0.789326461,0.804465831,0.808728476,0.823028566,0.797956964,0.797366268,0.805047581,0.802603398,0.801510507,0.798412837,0.791702384,0.788441879,0.861967736
2018-09-03,0.830999468,0.802276068,0.810851192,0.802787888,0.788296501,0.795672989,0.808516615,0.814209628,0.825686945,0.801087728,0.80262594,0.811417563,0.805592994,0.805569289,0.802594177,0.791877329,0.794851434,0.865053461
2018-09-06,0.842237522,0.809903919,0.818614598,0.821235243,0.795957643,0.80411974,0.814461391,0.824551425,0.830388776,0.811019153,0.810194023,0.81973339,0.811278125,0.812848728,0.809249396,0.815634786,0.807299666,0.876036391
2018-09-09,0.849113006,0.814913537,0.823077336,0.82997395,0.805368324,0.810236986,0.820406166,0.832505206,0.834541903,0.821092457,0.816398488,0.826916561,0.815787023,0.818084651,0.815448645,0.841771488,0.817674777,0.887019321
2018-09-12,0.860827487,0.828392244,0.833389484,0.843294474,0.818950276,0.82327855,0.829323329,0.846316205,0.842356213,0.83652873,0.827609382,0.843403003,0.828735401,0.829281614,0.826275503,0.888429174,0.832186619,0.875608079
2018-09-15,0.868777266,0.840566559,0.845205486,0.853132448,0.831519337,0.843418687,0.843260927,0.858425509,0.856073829,0.851302908,0.842901391,0.864487836,0.844516543,0.840525664,0.838169524,0.890117388,0.850179021,0.87444507
2018-09-18,0.882602969,0.855708837,0.857802712,0.867515288,0.848895028,0.862109762,0.856092941,0.87098609,0.86678303,0.861886971,0.856498617,0.876898651,0.85851373,0.850620824,0.850897872,0.890231102,0.86268431,0.889670481
2018-09-21,0.897101273,0.872987292,0.880975748,0.876706634,0.863001842,0.880204703,0.867185022,0.882474886,0.880689854,0.876670608,0.873621771,0.889706381,0.875177048,0.867948338,0.865353086,0.890659716,0.882388463,0.903904833
2018-09-24,0.899576821,0.879140614,0.891844517,0.884771002,0.870570902,0.888889908,0.870528958,0.888275693,0.889563733,0.884190116,0.881433358,0.897828591,0.883048015,0.878137669,0.874812034,0.890747188,0.887609302,0.918139186
2018-09-27,0.904976319,0.888186282,0.901307084,0.891588302,0.882025783,0.898886606,0.87696309,0.895308115,0.897917288,0.89141641,0.888465734,0.903230491,0.890840566,0.888430589,0.883815012,0.890309827,0.890861629,0.959069593
2018-09-30,0.913290424,0.901475947,0.913992198,0.908927153,0.894410681,0.913955024,0.892939673,0.906091788,0.909090049,0.907136439,0.901536993,0.912833867,0.902416671,0.901944166,0.90032694,0.910935778,0.904650732,1
2018-10-03,0.930600577,0.91861262,0.932155639,0.930007205,0.912016575,0.938625775,0.911344915,0.925242915,0.924434858,0.926346654,0.920939338,0.931982536,0.919530879,0.920486489,0.922591849,0.960532531,0.919828254,0.991183643
2018-10-06,0.94514559,0.93520107,0.950758519,0.954773034,0.931399632,0.963690891,0.9285902,0.942626534,0.939580998,0.942719319,0.940877391,0.956997783,0.936919541,0.940140033,0.941839596,0.96157345,0.933255988,0.979978741
2018-10-09,0.966715555,0.956071326,0.968765716,0.982374785,0.956289134,0.984738985,0.946741701,0.964946011,0.953818937,0.963821234,0.959208322,0.973706884,0.95253405,0.955866635,0.96113585,0.962763073,0.950164281,0.968773839
2018-10-12,0.983689407,0.973614439,0.985444833,0.989718625,0.975902394,0.994203749,0.977272109,0.980468107,0.970904464,0.982255852,0.975523045,0.985198021,0.970226572,0.973542582,0.977424644,0.965360998,0.961690069,0.956499719
2018-10-15,0.989275739,0.983936142,0.993657443,0.996231086,0.98606814,0.998330827,0.991255018,0.990396232,0.98107442,0.991411681,0.986227452,0.992177895,0.982086934,0.984428781,0.988455232,0.976907332,0.97308272,0.944225599
2018-10-18,0.995927023,0.99374743,0.995630032,1,0.992918969,1,0.994716762,0.99648849,0.989484738,0.997030031,0.992928663,0.997870219,0.991732054,0.990926598,0.995149257,1,0.985473893,0.91168011
2018-10-21,0.998150345,0.996980051,0.997465907,0.996360412,0.995497238,0.999422209,0.994879881,0.999167955,0.9935338,1,0.996415631,1,0.995937091,0.994665198,0.998816419,0.993325869,0.991769332,0.914231226
