,kore local,kore local,kore local,kore local,kore local,kore local,kore local,kore local,kore local,kore local,kore local,kore local,kore local,kore local,kore local,kore local,kore local
,서울,부산,대구,인천,광주,대전,울산,경기,강원,충북,충남,전북,전남,경북,경남,제주,세종
datetime,,,,,,,,,,,,,,,,,
2015-07-21,0.6782628191355202,0.6430269432353627,0.672203586791467,0.6499344135089706,0.6339871086556166,0.6604515939689642,0.6515147395989087,0.6581237160894857,0.6771961193337965,0.6473681721447156,0.6559005727198355,0.6561565195504224,0.6633764782568219,0.6553096115905994,0.6792009856709063,0.6988156260387323,0.6550964999453193
2015-07-24,0.6734331648715053,0.6363821109393972,0.6597333098966343,0.6459530363774089,0.6265561694290976,0.6507300341171728,0.6434312952541479,0.651072491291737,0.6714347207046115,0.6430834712698044,0.6483324891884524,0.6481892020097381,0.6551134330845276,0.6466458548161539,0.669033829079232,0.6554381483878872,0.64534903072117
2015-07-27,0.6686782441357535,0.6306257768451698,0.6527999531266017,0.6414081696750228,0.6185174953959477,0.6412560989031143,0.6364624962618599,0.6446229710100648,0.665380048910395,0.6356396311184673,0.6416702380488563,0.6393118870828776,0.6489382035963361,0.6370874709834772,0.6603218952821678,0.6428159059498607,0.6283076015995358
2015-07-30,0.6603454557343971,0.6232814885180509,0.6441088439359977,0.6339257671771942,0.6092725598526698,0.6279485674456142,0.6277265765888225,0.636443550244677,0.6543208124612712,0.6267108063371956,0.6342287762496596,0.6298634035838395,0.6429688150910848,0.6273124932314394,0.6506107084994716,0.6389846223823933,0.6169434789430895
2015-08-02,0.6559455192578956,0.6184987216023216,0.6399585951652041,0.6287157980305572,0.6030847145488031,0.6213177299240615,0.6170694795603043,0.6300034315960684,0.6461943076624711,0.6193804681957912,0.6245763042038421,0.621586299698926,0.6355193318989807,0.6172926701792552,0.641636834599377,0.6667658018579102,0.6075383598575442
2015-08-05,0.6469494707932038,0.6116459429187172,0.6313163124307265,0.6214828089493226,0.5917127071823202,0.6092208078065962,0.6085963624500447,0.6203197495404952,0.6384935219742008,0.6115582880113497,0.6157127829508708,0.6105792036554779,0.6291284594762818,0.6072916813809265,0.6329540052582054,0.6775423802942564,0.6048185782008542
2015-08-08,0.638962324960064,0.6058707046074303,0.6210139301879328,0.6159957137842484,0.580994475138121,0.6045342822554013,0.6009025908707828,0.6133907459725754,0.6309441030807871,0.605741310002365,0.6085148244827989,0.6011404009796991,0.6233159021961279,0.599531968791641,0.6251249066232036,0.6353370304928186,0.5954705174717447
2015-08-11,0.6279391295412298,0.5969101057218343,0.6066198909216972,0.6045688842906498,0.5677532228360953,0.5955555963168134,0.5866206309073939,0.6021087862961796,0.623678496927727,0.5955072121068804,0.5967584836560564,0.5886811814476701,0.6135825642885506,0.5899453335781786,0.6139876015017898,0.6236944770035519,0.5885189077128631
2015-08-14,0.6177566863153567,0.5883181390688726,0.5961417334368452,0.5955715262253595,0.5555616942909755,0.5820921530503691,0.5720849305385637,0.5917857931922772,0.6150884313196819,0.5839300070938751,0.5876417189387154,0.5777418511670231,0.6041236810248921,0.5796429967181309,0.6041988028367145,0.5974528087332277,0.5789140843798002
2015-08-17,0.6127028314665521,0.5804256284470664,0.5851167196433713,0.587303933341955,0.5453499079189692,0.5701603140247258,0.5615184550834171,0.58311748750758,0.6039629718978083,0.5720217545519029,0.5760314801106482,0.5652439083419641,0.5948412328894681,0.5703953780741025,0.593022691774111,0.584052063469848,0.5584016052417609
2015-08-20,0.6012125514960714,0.56445156503287,0.5617874389058971,0.5754337022188557,0.5318784530386742,0.5551102388202055,0.5468740088265416,0.5690244395451496,0.587028811723358,0.5586001418775124,0.5629504811625825,0.5499869308886022,0.5805989972603552,0.5546122733415255,0.5776943450042206,0.5621052815731005,0.5364341380146542
2015-08-23,0.5935336814670195,0.5507271034486023,0.5498444877372354,0.5621870785375137,0.5183793738489864,0.5412891155214785,0.5350841421308756,0.5570749639212337,0.5745883532711777,0.5496429415937572,0.5501422059453779,0.5389507923753825,0.5658470601496766,0.5403453260444772,0.561929431395947,0.556769475691468,0.5253457974143063
2015-08-26,0.5672555045914405,0.5322387791656623,0.5279409395186692,0.5402571729451111,0.4998526703499077,0.5164624527678933,0.5238923778194633,0.5340221596491307,0.557001423793914,0.5329108536296998,0.5328729497019522,0.5207024405355428,0.5467038487362835,0.5237900169037419,0.5417794464332489,0.5534892671576774,0.4953711408342884
2015-08-29,0.5521219651181261,0.5204141913957453,0.51348830850508,0.5248212537181075,0.48980662983425366,0.50530100150409,0.5102719553416882,0.5206154309003471,0.5454786265355452,0.522988886261527,0.5229672341917638,0.5102277897712414,0.5341377468253932,0.5145706496405009,0.5287503516788427,0.5505414530886447,0.4782916728083649
2015-09-01,0.5381094285687592,0.5068882240905888,0.5038694966480635,0.5158146581188687,0.47695211786372,0.49568949704684706,0.49381507761737736,0.5079984393289116,0.5312879895178495,0.5122913218254908,0.5083472941909846,0.5011568583792368,0.5196308585039282,0.5033077658337208,0.5153526004831342,0.5814803799793568,0.472281525930646
2015-09-04,0.5258811550066793,0.49808831104998746,0.4977271284672886,0.5108910525246182,0.4684346224677712,0.4877104809420747,0.48326672647690455,0.5004207230795991,0.5216572771951731,0.5038637975880823,0.5009447929247673,0.49441900539221834,0.5105836572061506,0.49616958362173263,0.5058354434063859,0.5756284879550738,0.4669180404258456
2015-09-07,0.5274225340271095,0.49538500801066115,0.4972681597796947,0.5108356273209306,0.46534069981583775,0.48584871051762696,0.48164460031355033,0.4996873957006333,0.5158107347438826,0.49868999763537436,0.49723380215841373,0.4905176336195624,0.5044672394273712,0.4929960118467458,0.5016055958167197,0.5418554608911669,0.46315218890119897
2015-09-10,0.5274972675553727,0.4884849687844119,0.49408467484021595,0.5082398802815608,0.4600920810313071,0.48422539344803484,0.48060245221977543,0.4985591997329935,0.5088289413311756,0.4946795932844644,0.493727354190206,0.4871583879493103,0.49856646458309894,0.4886735505864518,0.4974048526829458,0.5162173509910608,0.46383688917840754
2015-09-13,0.5267125655086082,0.48500659284569864,0.4925905852827295,0.504720379847396,0.45471454880294665,0.4836384313437762,0.4781737940534121,0.495851529410659,0.504685275322009,0.49218254906597275,0.4908929754159043,0.48288914489288076,0.49544944398429724,0.48616859482340524,0.49436828778486,0.5256206154545928,0.46392247671305786
2015-09-16,0.5190710622436866,0.48096109039524,0.48449515885687494,0.5008406155892627,0.45013812154696115,0.47963975200851006,0.476796346138162,0.49137635207235497,0.5001348110516675,0.48781272168361295,0.48607160945961714,0.47763245786421665,0.4914012379864834,0.482590086590482,0.48898396344480316,0.5108640506639142,0.46106004916528404
2015-09-19,0.5083187758648064,0.4774732623479989,0.4774153227184615,0.4942450163504353,0.4445303867403314,0.47429289409002556,0.4740505124649972,0.4858857983631755,0.4953099944656515,0.4829510522582174,0.48249698055869367,0.474437786189337,0.48820580177513395,0.4772223242410976,0.48388098217837194,0.4807123738213111,0.46072720875275175
