date,서울,부산,대구,인천,광주,대전,울산,경기,강원,충북,충남,전북,전남,경북,경남,제주,세종
20150107,1641.72,1546.02,1534.62,1550.61,1550.74,1544.65,1547.59,1563.03,1570.88,1577.12,1579.57,1553.44,1568.3,1553.73,1551.07,1559.72,1573.79
20150108,1634.56,1538.67,1530.06,1545.52,1544.34,1538.38,1540.55,1558.7,1566.4,1571.77,1574.92,1549.28,1564.32,1549.02,1545.42,1545.63,1568.38
20150109,1628.5,1534.68,1524.04,1538.73,1539.58,1532.16,1532.34,1552.71,1561.84,1566.18,1569.83,1543.85,1560.07,1543.77,1540.79,1538.43,1566.07
20150110,1621.74,1527.29,1518.26,1531.17,1532.39,1521.28,1526.48,1546.87,1557.14,1560.79,1565.43,1538.67,1554.85,1536.93,1535.31,1519.84,1559.2
20150111,1618.97,1524.21,1513.9,1528.11,1530.15,1519.7,1522.3,1544.15,1553.37,1558.01,1562.44,1535.63,1552.01,1533.61,1532.21,1514.35,1558.46
20150112,1617.15,1521.27,1510.64,1523.3,1529.45,1519.85,1522.11,1539.85,1548.97,1553.29,1558.14,1531.03,1548.36,1528.29,1527.94,1508.02,1555.55
20150113,1604.89,1513.36,1502.02,1513.54,1520.59,1513.65,1514,1529.95,1543.72,1546.03,1551.83,1523.95,1541.62,1519.92,1520.57,1505.91,1551.5
20150114,1594.36,1503.97,1492.9,1504.51,1511.93,1505.64,1508.26,1520.27,1537.03,1538.62,1545.08,1515.26,1533.06,1512.01,1512.79,1500.88,1544.57
20150115,1585,1494.78,1480.79,1493.82,1503.88,1495.67,1496.3,1509.99,1529.81,1530.93,1536.87,1505.67,1526.07,1503.51,1504.23,1486.69,1533.88
20150116,1575.97,1485.08,1468.82,1485.17,1492.37,1484.06,1485.51,1500.94,1520.83,1522.01,1527.77,1496.84,1517.37,1492.9,1495.94,1435.26,1529.09
20150117,1567.7,1476.12,1460.69,1476.5,1487.67,1475.28,1477.21,1493.12,1510.6,1515.65,1520.89,1488.91,1511.72,1482.62,1487.95,1412.44,1523.35
20150118,1566.1,1472.39,1456.24,1473.43,1482.12,1472.43,1471.19,1490.11,1505.47,1512.25,1518.12,1484.67,1507.73,1478.59,1484.15,1409.6,1516.73
20150119,1560.28,1467.45,1449.78,1468.35,1478.05,1469.18,1464.8,1485.48,1499.05,1506.59,1511.66,1476.75,1500.15,1473.17,1478.43,1405.43,1510.6
20150120,1548.65,1457.89,1442.29,1455.12,1469.38,1459.13,1453.91,1474.84,1489.56,1499.47,1502.33,1468.9,1490.24,1463.71,1468.95,1405,1502.56
20150121,1538.56,1450.1,1432.28,1443.17,1462.06,1449.56,1445.48,1465.62,1480.78,1491.13,1493.75,1460.86,1481.85,1453.5,1460.44,1402.94,1498.22
20150122,1531.41,1441.58,1425.84,1437.17,1456.06,1441.67,1434.64,1458.77,1471.99,1480.34,1485.48,1453.09,1473.75,1445.1,1453.72,1400.97,1492.33
20150123,1525.06,1432.14,1417.07,1430.83,1447.05,1430.94,1430.27,1451.26,1466.49,1471.46,1477.21,1445.25,1466.31,1436.89,1446.7,1400.48,1483.33
20150124,1520.46,1428.71,1409.79,1426.08,1442.17,1425.81,1426.62,1445.87,1460.42,1463.88,1471.3,1439.9,1459.57,1430.05,1440.85,1400.43,1474.42
20150125,1517.87,1427.63,1406.68,1424.79,1439.25,1423.88,1424.02,1443.68,1456.82,1459.92,1468.39,1436.22,1454.54,1426.27,1437.19,1400.2,1471.44
20150126,1515.64,1423.96,1402.3,1423.09,1435.38,1420.31,1420.24,1440.48,1452.31,1456.08,1462.88,1430.88,1449.48,1421.95,1432.42,1399.56,1466.81
20150127,1511.67,1416.54,1395.96,1418.93,1429.4,1415.67,1413.13,1433.81,1444.41,1448.55,1457.67,1423.19,1443.22,1417.04,1426.93,1400.18,1456.16
20150128,1507.54,1412.61,1390.22,1416.3,1423.52,1411.18,1409.31,1429.59,1440.6,1444.02,1452.31,1418.05,1437.51,1412.25,1422.58,1399.25,1451.8
20150129,1504.13,1409.97,1383.63,1414.15,1417.05,1407.7,1404.45,1425.37,1434.57,1439.53,1447.59,1413.44,1432.89,1406.13,1417.72,1401.49,1447.54
20150130,1500.95,1406.12,1379.8,1412.3,1411.83,1403.89,1401.2,1421.68,1431.16,1436.38,1443.62,1410.99,1427.94,1402.16,1414.06,1400.63,1445.61
20150131,1497.85,1403.35,1377.09,1410.79,1409.11,1402.48,1398.15,1420.16,1425.96,1434.06,1440.57,1407.6,1424.23,1398.21,1410.37,1400.94,1444.15
20150201,1495.46,1402.27,1374.75,1407.63,1406.75,1400.61,1394.85,1418.34,1422.94,1431.34,1436.65,1405.35,1421.43,1394.07,1407.38,1400.2,1438.39
20150202,1494.08,1399.51,1373.3,1405.19,1404.16,1399.26,1392.13,1416.2,1420.55,1427.17,1433.56,1402.87,1418.63,1391.73,1404.29,1398,1432.92
20150203,1490.98,1398.54,1371.69,1403.13,1400.89,1397.55,1389.85,1413.83,1417.81,1423.98,1430.84,1400.89,1415.15,1387.96,1401.26,1399.21,1431.96
20150204,1489.52,1397.44,1370.61,1401.91,1399.27,1396.29,1389.64,1412.29,1416.82,1422.09,1428.11,1398.82,1411.78,1386.25,1399.23,1438.72,1429.74
20150205,1489.82,1396.78,1371.5,1401.49,1400.05,1397.37,1388.82,1412.81,1415.8,1420.43,1426.94,1398.46,1410.21,1385.29,1398.65,1442.04,1431.96
20150206,1489.56,1396.46,1371.96,1402.49,1400.34,1397.74,1389,1413.77,1415.45,1419.55,1426.95,1398.68,1409.21,1384.98,1397.41,1451.43,1431.81
20150207,1490.72,1396.72,1373.14,1404.08,1400.68,1399.58,1387.88,1415.87,1415.82,1419.71,1426.8,1398.54,1408.65,1385.77,1397.99,1455.06,1431.62
20150208,1490.8,1397.17,1374.32,1404.82,1401.39,1400.65,1388.46,1416.75,1416.15,1419.52,1426.6,1399.25,1407.7,1386.37,1398.09,1454.95,1432.18
20150209,1492.92,1397.52,1376.66,1405.56,1401.8,1403.23,1387.72,1418.35,1416.87,1419.67,1426.87,1401.9,1407.53,1386.76,1398.28,1455.23,1431.9
20150210,1501.33,1404.88,1378.09,1415.5,1405.1,1408.05,1388.24,1423.59,1418.4,1420.95,1428.25,1404.29,1407.95,1387.71,1400.06,1494.38,1432.49
20150211,1512.32,1416.33,1384.2,1423.17,1411.95,1413.84,1390.62,1430.17,1422.71,1423.07,1430.87,1408.12,1410.65,1389.96,1403.26,1518.97,1437.84
20150212,1517.57,1424.52,1386.21,1428.21,1417.96,1419.93,1400.78,1435.44,1425.18,1426.4,1433.11,1411.15,1414.61,1391.83,1408.26,1522.63,1441.07
20150213,1521.01,1428.59,1391.24,1433.16,1421.13,1423.94,1406.99,1440.13,1428.96,1428.67,1435.96,1415.3,1417.26,1394.97,1410.7,1521.63,1445.29
20150214,1526.77,1432.53,1399.63,1438.6,1427.93,1431.25,1416.79,1445.61,1433.47,1432.37,1440.63,1420.54,1422.89,1399.34,1415.93,1514.46,1449.38
20150215,1528.9,1434.87,1405.46,1443.17,1431.08,1433.1,1419.2,1448.11,1435.63,1435.18,1443.15,1422.57,1426.74,1403.22,1418.13,1513.41,1448.88
20150216,1532.28,1437.53,1411.66,1447.69,1438.05,1438.9,1423.72,1452.21,1439.58,1438.97,1447.96,1426.69,1430.24,1406.65,1421.69,1510.46,1452.38
20150217,1544.48,1445,1423.42,1459.3,1447.41,1447.89,1430.14,1460.97,1448.06,1446.31,1454.66,1433.3,1439.49,1413.99,1426.72,1510.83,1457.96
20150218,1552.16,1453.73,1433.78,1465.31,1452.72,1454.67,1434.63,1467.72,1454.22,1453.54,1461.95,1439.83,1448.9,1425.27,1433.65,1510.87,1465.96
20150219,1554.01,1456.78,1437.82,1467.74,1455.34,1457.31,1436.8,1469.76,1456.39,1456.35,1463.47,1442.17,1451.41,1428.86,1436.67,1512.02,1472.5
20150220,1554.7,1458.57,1440.12,1469.16,1455.61,1458.74,1442.68,1471.77,1457.86,1458.36,1464.93,1444.14,1452.83,1431.73,1438.94,1511.68,1472.18
20150221,1555.61,1460.93,1442.36,1470.66,1458.75,1461.92,1446.05,1474.09,1459.8,1460.23,1466.26,1445.72,1454.07,1434.07,1441.41,1510.91,1474.72
20150222,1556.84,1462.81,1443.2,1472.11,1459.64,1462.62,1451.88,1475.16,1461.06,1461.25,1467.25,1446.91,1454.54,1435.36,1442.91,1510.93,1477.87
20150223,1558.8,1465.27,1446.25,1473.68,1461.1,1464.16,1457.82,1477.65,1463.31,1463.77,1469.4,1448.66,1456.21,1437.44,1445.87,1509.76,1478.25
20150224,1567.16,1471.24,1450.37,1480.43,1466.01,1468.58,1464.22,1482.41,1468.19,1467.28,1474.17,1451.91,1459.21,1442.54,1450.47,1510.43,1479.61
20150225,1572.34,1476.68,1453.19,1483.59,1469.39,1472.06,1467.01,1486.36,1471.27,1471.25,1477.14,1453.92,1461.67,1445.4,1454.26,1510.84,1482.63
20150226,1574.67,1479.2,1455.06,1485.3,1471.99,1475.35,1468.8,1489.52,1474.3,1474.07,1479.75,1456.56,1463.84,1448.86,1457.36,1511.91,1484.62
20150227,1577.3,1482.52,1457.31,1487.85,1475.66,1479.21,1470.36,1492.2,1477.44,1476.07,1481.93,1460.64,1468.06,1451.86,1459.42,1512.53,1489.44
20150228,1579.2,1484.75,1458.27,1490.18,1477.8,1481.27,1469.86,1494.52,1479.89,1478.45,1483.78,1463.96,1470.66,1454.54,1460.84,1512.48,1487.8
20150301,1579.74,1486.69,1459.36,1493.78,1480.69,1482.58,1473.96,1497.16,1484.02,1481.88,1487.07,1467.7,1472.91,1457.15,1464.49,1512.47,1493.96
20150302,1581.03,1488.5,1461.9,1497.3,1482.54,1486.2,1476.31,1499.16,1487.19,1484.89,1489.41,1471.78,1475.88,1459.47,1467.32,1512.11,1498.3
20150303,1584.02,1492.21,1464.63,1500.25,1484.63,1490.25,1477.66,1501.76,1490.5,1488.05,1492.4,1474.15,1479.09,1461.48,1470.96,1513.4,1501.36
20150304,1586.57,1494.66,1467.18,1502.1,1487.83,1492.56,1479.17,1504.04,1493.14,1490.6,1495.39,1476.18,1481.37,1463.14,1474.38,1561.69,1504.98
20150305,1587.54,1497.41,1469.93,1504.45,1490.97,1496.24,1481.71,1506.5,1495.56,1492.93,1498.76,1479.19,1484.44,1465.68,1476.69,1571.31,1506.8
20150306,1590.39,1499.18,1471.77,1504.86,1493.61,1495.38,1482.79,1508.34,1497.55,1495,1499.94,1481.73,1485.93,1468.05,1478.52,1573.24,1508.84
20150307,1591.12,1500.08,1475.02,1506.95,1494.9,1496.09,1484.17,1510.58,1499.49,1497.29,1501.56,1484.14,1488.14,1470.9,1481.28,1572.12,1510.5
20150308,1592.55,1500.42,1476.42,1507.73,1495.84,1497.59,1484.37,1511.48,1500.25,1498.28,1502.62,1485.43,1488.73,1472.58,1482.87,1570.56,1511.05
20150309,1594.8,1502.63,1480.61,1508.69,1501.37,1501.39,1487.17,1513.81,1502.65,1502.46,1506.29,1490.03,1493.25,1474.53,1485.34,1568.28,1513.76
20150310,1598.04,1505.61,1483.46,1512.23,1504.14,1505.51,1495.05,1517.33,1505.48,1504.92,1508.43,1493.56,1495.5,1477.6,1487.65,1567.3,1516.14
20150311,1602.45,1511.06,1488.31,1515.35,1506.69,1509.15,1500.3,1521,1507.8,1507.04,1511.66,1497.76,1498.31,1480.51,1490.52,1568.02,1519.65
20150312,1605.28,1513.71,1490.54,1517.56,1507.61,1509.12,1502.83,1523.25,1509.67,1509.43,1513.36,1500.14,1500.07,1483.06,1492.46,1569.02,1520.81
20150313,1605.05,1515.85,1492.65,1518.58,1508.72,1510.45,1504.53,1524.31,1511.57,1511.55,1515.27,1502.77,1501.29,1485.22,1494.37,1569.52,1522.63
20150314,1605.76,1516.67,1494.78,1520.38,1509.53,1511.72,1506.18,1525.46,1512.96,1512.68,1516.74,1504.38,1502.43,1487.19,1495.36,1565.91,1522.81
20150315,1605.6,1516.93,1495.5,1520.38,1509.75,1511.84,1506.5,1525.61,1513.49,1512.7,1517.17,1505.45,1503.07,1488.25,1496.22,1564.56,1523.18
20150316,1605.58,1517.67,1497.22,1522.45,1509.48,1512.1,1506.91,1526.11,1514.4,1513.64,1518.46,1506.35,1503.65,1489.8,1497.58,1564.3,1523.67
20150317,1606,1518.63,1498.18,1522.52,1508.99,1512.15,1506.72,1526.57,1514.71,1514.41,1518.82,1506.8,1504.43,1491.02,1498.23,1562.86,1523.87
20150318,1606.17,1518.27,1497.46,1522.69,1508.22,1511.57,1506.52,1526.62,1514.77,1514.42,1519.01,1506.56,1504.28,1491.34,1498.62,1565.21,1522.58
20150319,1605.63,1518.22,1497.5,1522.37,1507.26,1510.87,1507.28,1526.15,1514.95,1514.62,1518.78,1506.26,1503.98,1491.06,1498.4,1564.51,1522.58
20150320,1604.77,1517.34,1496.38,1522.18,1507.16,1508.79,1506.63,1525.73,1514.62,1513.82,1518.51,1505.76,1503.76,1491.05,1498.31,1563.46,1521.5
20150321,1603.88,1516.74,1496.23,1521.12,1505.3,1508.34,1506.43,1525.04,1514.5,1513.96,1518.18,1505.82,1503.72,1490.81,1498.01,1560.34,1520.58
20150322,1603.76,1516.41,1495.98,1521.04,1505.27,1508.47,1506.13,1524.84,1513.98,1513.35,1518.2,1505.19,1503.45,1490.75,1497.79,1559.38,1521.14
20150323,1602.47,1515.47,1495.14,1520.65,1504.16,1508.45,1505.61,1524.59,1513.65,1513.29,1518.09,1504.51,1503.31,1490.32,1497.93,1555.77,1520.78
20150324,1600.3,1513.61,1494.74,1520.19,1501.91,1506.55,1505.02,1523.38,1513.08,1512.98,1517.24,1503.68,1502.96,1490.43,1497.62,1543.97,1520.58
20150325,1597.5,1512.19,1493.79,1519.35,1501.18,1506.16,1504.73,1522.44,1511.95,1512.9,1516.83,1503.6,1502.21,1490.43,1497,1538.92,1519.85
20150326,1595.51,1510.94,1493.39,1518.73,1500.38,1504.73,1503.93,1521.08,1511.15,1512.66,1516.52,1502.66,1501.71,1489.96,1496.41,1533.92,1520.03
20150327,1594.27,1510.4,1492.97,1518.21,1499.89,1505,1503.56,1520.38,1510.98,1512.25,1516.27,1502.42,1501.9,1489.62,1495.76,1530.03,1520.2
20150328,1593.48,1510.07,1492.38,1518.11,1499.17,1504.63,1503.02,1520.03,1510.75,1512.22,1516.08,1502.2,1501.7,1489.73,1495.78,1521.96,1520.4
20150329,1593.05,1509.65,1492.37,1517.78,1499.37,1504.61,1503.05,1519.92,1511.38,1512.08,1515.98,1502.17,1501.82,1488.93,1495.83,1517.09,1520.38
20150330,1592.83,1509.38,1492.06,1517.67,1499,1504.69,1502.2,1519.53,1511.13,1512.14,1516.04,1501.67,1501.77,1489.04,1495.95,1507.46,1520.38
20150331,1593.97,1509.45,1491.83,1517.08,1498.05,1503.94,1501.65,1519.54,1511.09,1511.92,1515.74,1501.58,1501.66,1488.85,1495.84,1503.29,1519.63
20150401,1593.93,1507.48,1491.57,1516.58,1495.9,1504.12,1500.86,1518.97,1510.68,1512.29,1515.77,1500.93,1501.74,1488.5,1495.57,1535.01,1519.63
20150402,1593.57,1506.28,1490.74,1515.42,1495.26,1503.08,1499.84,1518.48,1510.39,1511.86,1515.52,1500.56,1501.57,1487.98,1495.12,1535.79,1519.09
20150403,1592.45,1505.44,1490.36,1514.79,1494.6,1503.47,1499.81,1518.02,1509.56,1511.56,1515.17,1500.14,1501.41,1487.72,1495.45,1535.77,1518.7
20150404,1592.14,1504.48,1489.75,1514.26,1493.56,1502.7,1500.36,1517.11,1509.01,1511.21,1514.71,1499.81,1500.86,1487.61,1494.73,1536,1519.07
20150405,1591.68,1504.68,1489.91,1512.62,1493.14,1503.16,1499.71,1516.92,1508.98,1510.97,1514.03,1499.51,1500.6,1487.25,1494.6,1536,1519.07
20150406,1591.44,1503.53,1489.27,1512.91,1493.15,1502.7,1498.35,1516.54,1509.83,1510.66,1514.06,1499.34,1500.42,1487.48,1494.49,1536.08,1518.7
20150407,1589.99,1502.96,1489,1512.09,1492.72,1502.2,1497.76,1515.48,1509.33,1510.1,1513.39,1498.85,1500.55,1487.19,1494.23,1536.29,1518.98
20150408,1588.96,1502.3,1488.71,1511.4,1492.51,1501.85,1495.59,1514.57,1508.92,1509.87,1513.03,1497.98,1500.22,1487.13,1493.94,1536.76,1519.18
20150409,1588.21,1501.63,1487.95,1511.29,1492.71,1501.91,1494.76,1514.12,1508.92,1509.68,1512.83,1497.69,1500.06,1486.88,1493.88,1536.95,1519.72
20150410,1587.28,1500.44,1486.9,1510.66,1492.61,1502.1,1494.76,1513.45,1508.64,1509.5,1512.37,1497.58,1500.11,1486.73,1493.53,1536.16,1519.72
20150411,1586.99,1500.06,1485.85,1510.17,1492.16,1501.89,1494.41,1512.72,1508.02,1508.79,1511.96,1497.31,1500.05,1486.3,1493.08,1536.86,1519.72
20150412,1586.64,1499.46,1485.89,1509.91,1491.92,1501.86,1493.78,1512.66,1508.11,1508.74,1511.74,1497.41,1499.98,1486.35,1492.85,1536.65,1519.72
20150413,1586.71,1499.16,1486.01,1509.82,1491.44,1501.82,1493.88,1512.32,1507.98,1508.95,1511.65,1497.25,1499.85,1486.06,1492.79,1536.82,1519.52
20150414,1585.89,1498.64,1485.19,1508.5,1491.93,1501.73,1492.83,1511.47,1507.75,1508.55,1511.31,1496.71,1499.85,1485.84,1492.19,1536.54,1519.52
20150415,1585.75,1498.07,1484.38,1507.51,1490.47,1501.05,1492.85,1510.79,1507.81,1508.27,1511.1,1496.51,1499.77,1485.44,1491.7,1536.93,1518.63
20150416,1585.04,1497.07,1483.77,1507.14,1489.93,1500.91,1492.1,1510.51,1507.48,1507.83,1510.9,1496.51,1499.6,1485.27,1491.37,1536.46,1518.8
20150417,1584.72,1496.7,1483.53,1506.88,1489.86,1501.15,1492.42,1510.23,1507.24,1507.88,1510.93,1496.07,1499.11,1485.17,1490.95,1536.91,1517.89
20150418,1584.62,1496.09,1483.29,1506.64,1490.03,1501.16,1491.59,1510.1,1507.2,1507.63,1510.79,1496.41,1499.21,1484.59,1490.99,1536.61,1517.89
20150419,1584.44,1496.02,1483.18,1505.87,1490.28,1501.05,1491.75,1510.12,1507.25,1507.63,1510.51,1496.19,1499.1,1484.66,1490.64,1536.77,1517.9
20150420,1584.53,1495.77,1483.63,1506.45,1490.11,1501.75,1491.8,1510.42,1507.31,1508.03,1510.49,1496.03,1499,1484.63,1491.17,1536.82,1517.34
20150421,1590.08,1498.08,1484.45,1508.29,1491.51,1503.11,1493.49,1512.39,1508.49,1508.22,1510.79,1496.87,1499.28,1485.15,1491.73,1537.19,1517.89
20150422,1591.83,1498.79,1485.11,1508.95,1492.51,1504.19,1493.69,1513.22,1509.3,1508.74,1511.07,1496.44,1499.44,1485.49,1492.15,1539.53,1520.03
20150423,1593.16,1498.48,1485.29,1509.93,1491.75,1504.45,1493.6,1513.55,1509.08,1508.9,1511.36,1496.53,1499.53,1485.65,1492.45,1542.08,1519.85
20150424,1593.86,1499.26,1485.6,1509.72,1492.37,1503.95,1494.84,1514.15,1509.58,1509,1511.8,1496.72,1499.49,1485.68,1492.63,1548.65,1519.85
20150425,1594.45,1498.93,1485.4,1510.09,1492.8,1504.97,1494.77,1514.66,1509.8,1509.15,1511.81,1497.19,1499.53,1485.99,1492.73,1549.32,1519.85
20150426,1594.38,1499.9,1485.93,1509.99,1492.46,1504.86,1495.06,1514.95,1510.08,1509.45,1511.97,1497.54,1499.86,1486.28,1492.96,1549.4,1520.21
20150427,1595.35,1500.49,1486.14,1511.35,1493.37,1505.32,1493.97,1515.87,1510.61,1510.01,1512.32,1497.63,1499.69,1486.14,1493.31,1549.53,1520.21
20150428,1598.72,1502.68,1487.18,1512.51,1495.09,1507.47,1494.32,1517.89,1511.66,1510.87,1513.1,1498.66,1500.4,1486.3,1494.13,1549.43,1520.21
20150429,1600.5,1503.37,1487.45,1514.09,1495.31,1508.02,1494.6,1519.08,1512.85,1511,1513.42,1499.65,1500.83,1486.57,1494.43,1550.05,1520.76
20150430,1601.89,1504.08,1488,1515.05,1495.66,1508.53,1494.78,1519.88,1513.12,1511.39,1513.91,1500.68,1500.9,1486.76,1494.84,1550.16,1521.41
20150501,1603.77,1505.87,1489.69,1517.53,1496.68,1511.27,1497.44,1521.27,1514.11,1512.54,1515.59,1502.5,1502.08,1488.24,1495.89,1550.34,1523.44
20150502,1605.34,1508.26,1490.46,1518.54,1497.71,1512,1498.7,1522.31,1516.02,1513.22,1516.58,1503.66,1503.13,1488.88,1496.62,1550.44,1523.51
20150503,1605.23,1509.05,1490.71,1518.67,1497.76,1512.44,1498.45,1522.62,1516.27,1514.16,1516.93,1504.39,1503.66,1489.48,1496.92,1550.67,1522.96
20150504,1605.68,1509.87,1491.46,1520.92,1497.64,1514.19,1498.64,1523.31,1517.64,1514.73,1518.14,1505.37,1503.99,1489.51,1497.79,1553.22,1523.85
20150505,1608.99,1511.75,1492.62,1524.25,1500.83,1515.47,1500.62,1525.49,1518.6,1516.09,1518.92,1506.73,1504.87,1491.45,1499.14,1558.14,1524.03
20150506,1610.7,1512.75,1493.78,1525.77,1502.2,1513.9,1504.37,1527.07,1519.75,1516.81,1519.79,1508.97,1505.62,1492.83,1500.38,1558.21,1523.18
20150507,1614.55,1516.4,1496.32,1529.82,1504.48,1515.71,1507.32,1530.08,1521.35,1518.89,1521.22,1510.52,1507.63,1494.61,1502.39,1562.26,1526
20150508,1617.76,1519.07,1499.62,1533.36,1507.16,1520.95,1510.14,1533.06,1523.14,1521.44,1523.33,1513.12,1509.91,1497.11,1504.54,1598.91,1526.72
20150509,1619.7,1521.73,1504.23,1536.19,1508.9,1523.1,1512.42,1536.08,1524.8,1523.26,1526.17,1515.61,1511.92,1500.29,1507.15,1602.09,1530.5
20150510,1619.88,1522.62,1505.39,1537.11,1510.33,1525.45,1513.54,1536.94,1526.15,1524.89,1527.61,1517.01,1513.21,1501.69,1508.06,1603.33,1534.1
20150511,1622.65,1523.81,1508.7,1539.58,1511.93,1527.68,1515.4,1539,1528.08,1526.81,1529.6,1519.48,1515.76,1503.32,1510.83,1604.75,1536.49
20150512,1628.76,1526.73,1514.68,1543.35,1515.69,1530.16,1516.92,1542.87,1532.17,1529,1532.37,1521.86,1517.72,1506.56,1513.47,1605.04,1539.5
20150513,1631.33,1529.71,1519.15,1545.07,1520.39,1531.31,1519.04,1545.8,1535.29,1531.72,1535.71,1524.11,1519.66,1509.43,1515.4,1614.21,1542.69
20150514,1634.68,1534.91,1522.4,1547.52,1524.31,1533.51,1521.72,1549.18,1537.08,1533.96,1538.29,1526,1522.36,1512.82,1518.23,1616.7,1543.47
20150515,1636.18,1538.19,1527.33,1550.97,1528.42,1537.42,1525.25,1552.37,1540.06,1536.58,1540.48,1528.85,1524.68,1515.71,1521.41,1617.03,1547.24
20150516,1639.13,1542.6,1531.31,1553.4,1531.68,1542.21,1531.74,1555.22,1542.33,1539.26,1543.16,1531.62,1527.41,1519.59,1525.01,1617.5,1549.45
20150517,1640.13,1544.96,1533.24,1553.88,1532.27,1544.32,1537.42,1556.49,1544.11,1540.59,1544.14,1532.67,1528.79,1521.13,1526.61,1617.54,1551.85
20150518,1642.06,1547.37,1537.22,1556.38,1533.93,1547.39,1543.75,1559.12,1546.83,1543.77,1546.92,1535.41,1531.17,1523.36,1529.91,1617.73,1554.77
20150519,1648.51,1551.27,1541.41,1560.51,1536.93,1549.41,1548.55,1562.72,1550.43,1546.06,1548.59,1537.6,1533.58,1527.09,1533.26,1617.69,1556.33
20150520,1652,1553.64,1543.99,1563.57,1538.05,1551.51,1551.24,1565.24,1552.53,1547.95,1550.3,1540.5,1535.58,1528.97,1536.01,1624.02,1559.49
20150521,1654.42,1555.55,1545.75,1565.72,1540.63,1551.98,1555.34,1567.67,1554.63,1549.61,1552.16,1542.36,1537.94,1531.42,1538.39,1625.67,1561.24
20150522,1656.35,1556.82,1549.32,1567.76,1542.65,1554.47,1557.24,1569.71,1558.07,1551.79,1554.06,1544.72,1540.8,1534.07,1540.38,1625.94,1561.94
20150523,1657.72,1559.16,1551.63,1570.82,1545.47,1557.31,1558.76,1571.67,1560.74,1554.11,1556.43,1547.95,1543.74,1536.81,1543.07,1625.82,1564
20150524,1657.81,1559.75,1552.71,1571.59,1547.06,1557.26,1558.94,1572.58,1562.1,1555.42,1557.73,1549.17,1545.18,1539.01,1544,1625.46,1563.64
20150525,1658.41,1560.35,1554.09,1573.33,1547.92,1557.98,1558.86,1573.46,1563.87,1556.86,1559,1550.77,1546.64,1541.27,1545.46,1625.3,1564.8
20150526,1660.58,1562.77,1556.39,1575.12,1550.05,1559.94,1559.72,1575.41,1565.68,1559.15,1560.22,1552.6,1548.48,1543.43,1547.68,1625.96,1565.07
20150527,1661.64,1564.29,1557.38,1576.15,1552.38,1562.74,1560.68,1577.02,1567.29,1561.49,1562.15,1553.6,1550.46,1546.04,1549.79,1625.04,1566.29
20150528,1662.4,1565.02,1559.09,1576.97,1553.19,1563.86,1560.7,1578.18,1569.07,1562.48,1563.54,1554.52,1552.38,1547.43,1551.2,1624.75,1566.35
20150529,1662.76,1565.65,1560.23,1577.51,1554.65,1564.66,1561.48,1578.89,1569.95,1563.54,1564.49,1555.61,1553.63,1548.52,1552.57,1624.34,1567.4
20150530,1664.05,1566.04,1561.17,1577.55,1556.12,1564.53,1562.33,1579.48,1570.07,1563.95,1565.51,1556.93,1554.77,1550.11,1553.23,1624.47,1567.36
20150531,1664.16,1566.48,1561.8,1576.8,1556.12,1564.84,1563.1,1579.88,1570.98,1564.75,1566.09,1557.65,1555.55,1550.95,1553.76,1625.24,1567.63
20150601,1663.71,1566.41,1563.68,1577.96,1557.39,1566.17,1563.61,1581.01,1572.55,1566.62,1567.78,1559.46,1557.58,1552.29,1555.75,1624.6,1571.19
20150602,1664.35,1566.39,1564.27,1578.27,1558.05,1566.78,1564.11,1581.86,1573.22,1567.52,1569.26,1560.16,1558.78,1553.22,1557.01,1624.39,1572.07
20150603,1664.82,1566.58,1565.14,1578.24,1558.49,1567.75,1563.53,1582.31,1574.48,1568.47,1570.12,1561.45,1560.12,1553.96,1558.17,1645.68,1573.29
20150604,1665.36,1566.62,1566.31,1579.05,1559.73,1568.91,1564.74,1582.89,1575.47,1569.57,1570.87,1562.11,1561.62,1555.03,1558.76,1650.98,1574.19
20150605,1665.76,1566.79,1566.75,1578.98,1560.36,1569.48,1564.74,1583.35,1576.29,1570.5,1572.05,1563.39,1562.49,1556.1,1559.4,1651.29,1575.94
20150606,1665.8,1566.86,1566.73,1579.13,1559.89,1569.76,1565.52,1583.78,1576.41,1571.37,1572.47,1563.76,1563.1,1557.32,1560.09,1648.25,1575.68
20150607,1665.67,1566.88,1567.25,1578.56,1560.76,1570.02,1565.83,1584.06,1577.6,1571.66,1573,1563.98,1563.53,1557.43,1560.39,1647.8,1576.28
20150608,1665.84,1566.59,1567.42,1578.94,1559.76,1570.09,1565.49,1584.29,1578.29,1572.4,1573.36,1564.27,1564.36,1557.94,1560.85,1647.12,1576.1
20150609,1666.2,1567.6,1567.78,1578.97,1560.69,1570.49,1565.6,1585.1,1579.39,1573.26,1574.29,1564.42,1565.07,1558.55,1561.38,1645.61,1576.28
20150610,1666.4,1568.09,1568.1,1579.33,1560.64,1570.74,1566.65,1585.44,1580.13,1573.56,1574.95,1564.74,1564.95,1558.98,1561.78,1649.92,1576.7
20150611,1666.28,1568.03,1568.52,1579.19,1561.53,1571.02,1566.66,1585.86,1581.25,1574.16,1575.22,1565.29,1565.15,1559.28,1562.28,1651.11,1577.96
20150612,1666.5,1569.43,1569.57,1579.8,1562.01,1571.12,1567.19,1586.53,1581.65,1574.76,1576.16,1565.92,1566.34,1559.96,1562.52,1650.57,1578.42
