datetime,close_val
2015-01-12,48.23
2015-01-19,45.730000000000004
2015-01-26,45.39
2015-02-02,45.53
2015-02-09,54.07
2015-02-16,55.21
2015-02-23,56.21
2015-03-02,57.35666666666666
2015-03-09,57.85
2015-03-16,55.91
2015-03-23,54.123333333333335
2015-03-30,55.03
2015-04-06,55.47
2015-04-13,55.79666666666666
2015-04-20,58.74
2015-04-27,57.95
2015-05-04,58.43
2015-05-11,65.63
2015-05-18,64.60666666666667
2015-05-25,64.08
2015-06-01,63.38
2015-06-08,62.126666666666665
2015-06-15,63.05
2015-06-22,61.92
2015-06-29,61.93666666666667
2015-07-06,61.23
2015-07-13,57.70333333333334
2015-07-20,56.83
2015-07-27,56.58
2015-08-03,52.626666666666665
2015-08-10,49.93
2015-08-17,50.25
2015-08-24,47.88666666666666
2015-08-31,45.76
2015-09-07,48.26
2015-09-14,46.336666666666666
2015-09-21,45.68
2015-09-28,45.38
2015-10-05,45.57
2015-10-12,48.06
2015-10-19,46.74
2015-10-26,45.93
2015-11-02,45.96
2015-11-09,45.19
2015-11-16,42.55
2015-11-23,41.54
2015-11-30,41.44
2015-12-07,38.57
2015-12-14,35.68666666666667
2015-12-21,34.64
2015-12-28,34.6
2016-01-04,34.66
2016-01-11,28.99
2016-01-18,26.835
2016-01-25,26.02
2016-02-01,26.7
2016-02-08,29.536666666666665
2016-02-15,26.9
2016-02-22,29.57
2016-02-29,30.38
2016-03-07,33.15
2016-03-14,34.59
2016-03-21,35.03
2016-03-28,35.495000000000005
2016-04-04,36.35
2016-04-11,35.73
2016-04-18,38.336666666666666
2016-04-25,38.57
2016-05-02,40.705
2016-05-09,41.91
2016-05-16,43.67
2016-05-23,44.303333333333335
2016-05-30,44.33
2016-06-06,45.95
2016-06-13,47.05333333333334
2016-06-20,45.36
2016-06-27,46.38
2016-07-04,46.19
2016-07-11,44.73
2016-07-18,43.71333333333334
2016-07-25,43.18
2016-08-01,42.5
2016-08-08,40.333333333333336
2016-08-15,41.97
2016-08-22,43.9
2016-08-29,43.843333333333334
2016-09-05,41.88
2016-09-12,44.11
2016-09-19,43.166666666666664
2016-09-26,43.59
2016-10-03,45.69
2016-10-10,49.41
2016-10-17,49.09
2016-10-24,49.163333333333334
2016-10-31,49.06
2016-11-07,43.62
2016-11-14,42.58
2016-11-21,43.3
2016-11-28,44.14
2016-12-05,47.365
2016-12-12,50.35
2016-12-19,52.05666666666667
2016-12-26,51.94
2017-01-02,52.09
2017-01-09,54.76
2017-01-16,53.37
2017-01-23,53.68666666666667
2017-01-30,53.8
2017-02-06,54.43
2017-02-13,54.166666666666664
2017-02-20,54.12
2017-02-27,54.27
2017-03-06,54.36666666666667
2017-03-13,51.81
2017-03-20,51.38
2017-03-27,51.01666666666667
2017-04-03,51.22
2017-04-10,52.5
2017-04-17,53.745000000000005
2017-04-24,52.57
2017-05-01,51.519999999999996
2017-05-08,47.66
2017-05-15,49.16
2017-05-22,50.61000000000001
2017-05-29,50.5
2017-06-05,50.53
2017-06-12,47.86666666666667
2017-06-19,46.59
2017-06-26,45.99
2017-07-03,46.43
2017-07-10,46.58
2017-07-17,46.876666666666665
2017-07-24,47.31
2017-07-31,47.51
2017-08-07,50.836666666666666
2017-08-14,50.59
2017-08-21,49.57
2017-08-28,50.21666666666667
2017-09-04,50.22
2017-09-11,52.76
2017-09-18,53.03333333333333
2017-09-25,53.51
2017-10-02,54.19
2017-10-09,55.21
2017-10-16,54.83
2017-10-23,55.26066666666666
2017-10-30,55.446000000000005
2017-11-06,58.735
2017-11-13,61.22533333333333
2017-11-20,60.222
2017-11-27,60.778
2017-12-04,60.803999999999995
2017-12-11,59.34
2017-12-18,60.684666666666665
2017-12-25,61.302
2018-01-01,61.518
2018-01-08,65.308
2018-01-15,66.009
2018-01-22,65.94500000000001
2018-01-29,66.263
2018-02-05,66.068
2018-02-12,62.218333333333334
2018-02-19,62.283
2018-02-26,62.472
2018-03-05,61.85566666666667
2018-03-12,60.44
2018-03-19,61.364
2018-03-26,62.625
2018-04-02,66.189
2018-04-09,65.173
2018-04-16,67.44333333333333
2018-04-23,68.18
2018-04-30,68.163
2018-05-07,70.709
2018-05-14,73.37100000000001
2018-05-21,74.42766666666667
2018-05-28,74.783
2018-06-04,74.439
2018-06-11,74.01366666666667
2018-06-18,73.937
2018-06-25,73.02199999999999
2018-07-02,73.51849999999999
2018-07-09,0.0
2018-07-16,73.852
2018-07-23,72.437
2018-07-30,73.014
2018-08-06,72.202
2018-08-13,71.141
2018-08-20,70.527
2018-08-27,72.072
2018-09-03,72.51100000000001
2018-09-10,75.528
2018-09-17,76.30233333333334
2018-09-24,76.435
2018-10-01,79.959
2018-10-08,82.78
2018-10-15,81.846
2018-10-22,80.37266666666666
2018-10-29,79.381
2018-11-05,73.512
2018-11-12,70.20833333333333
2018-11-19,67.54899999999999
2018-11-26,66.465
2018-12-03,65.5755
2018-12-10,60.457
2018-12-17,59.210333333333345
2018-12-24,57.533
2018-12-31,57.42100000000001
