datetime,close_val
2015-01-12,51.15
2015-01-19,48.53333333333334
2015-01-26,48.52
2015-02-02,48.47
2015-02-09,58.01666666666667
2015-02-16,57.05
2015-02-23,60.53
2015-03-02,60.26
2015-03-09,60.48
2015-03-16,57.54
2015-03-23,54.916666666666664
2015-03-30,59.19
2015-04-06,57.1
2015-04-13,58.300000000000004
2015-04-20,63.98
2015-04-27,62.73
2015-05-04,64.64
2015-05-11,67.77
2015-05-18,66.64666666666666
2015-05-25,66.54
2015-06-01,62.06
2015-06-08,63.830000000000005
2015-06-15,65.11
2015-06-22,63.87
2015-06-29,63.24
2015-07-06,62.01
2015-07-13,57.81
2015-07-20,57.51
2015-07-27,56.13
2015-08-03,51.67666666666667
2015-08-10,49.52
2015-08-17,49.66
2015-08-24,45.653333333333336
2015-08-31,47.56
2015-09-07,50.5
2015-09-14,48.01
2015-09-21,49.08
2015-09-28,47.75
2015-10-05,47.959999999999994
2015-10-12,51.33
2015-10-19,49.43666666666667
2015-10-26,48.08
2015-11-02,49.05
2015-11-09,48.38333333333333
2015-11-16,45.19
2015-11-23,44.14
2015-11-30,45.19666666666666
2015-12-07,42.49
2015-12-14,38.70333333333333
2015-12-21,37.06
2015-12-28,37.36
2016-01-04,37.79
2016-01-11,34.23
2016-01-18,29.45
2016-01-25,29.25
2016-02-01,33.1
2016-02-08,33.22
2016-02-15,30.06
2016-02-22,34.5
2016-02-29,34.98
2016-03-07,38.79
2016-03-14,40.05
2016-03-21,40.33
2016-03-28,41.03
2016-04-04,40.33
2016-04-11,39.84
2016-04-18,43.56666666666666
2016-04-25,44.53
2016-05-02,46.504999999999995
2016-05-09,45.01
2016-05-16,47.6
2016-05-23,48.78333333333333
2016-05-30,49.59
2016-06-06,49.72
2016-06-13,50.776666666666664
2016-06-20,47.19
2016-06-27,49.88
2016-07-04,48.58
2016-07-11,48.8
2016-07-18,47.68
2016-07-25,46.2
2016-08-01,43.47
2016-08-08,43.81999999999999
2016-08-15,46.04
2016-08-22,49.85
2016-08-29,49.71333333333333
2016-09-05,45.45
2016-09-12,47.98
2016-09-19,46.27333333333333
2016-09-26,47.65
2016-10-03,49.79
2016-10-10,52.51
2016-10-17,51.81
2016-10-24,51.64000000000001
2016-10-31,50.47
2016-11-07,46.86
2016-11-14,45.07333333333333
2016-11-21,46.49
2016-11-28,48.95
2016-12-05,50.16
2016-12-12,53.0
2016-12-19,55.28333333333334
2016-12-26,55.05
2017-01-02,56.22
2017-01-09,56.89
2017-01-16,55.1
2017-01-23,55.39666666666667
2017-01-30,56.24
2017-02-06,56.8
2017-02-13,55.78
2017-02-20,55.65
2017-02-27,55.84
2017-03-06,55.833333333333336
2017-03-13,52.19
2017-03-20,51.81
2017-03-27,50.836666666666666
2017-04-03,52.96
2017-04-10,54.36
2017-04-17,55.795
2017-04-24,52.99
2017-05-01,51.67
2017-05-08,48.38
2017-05-15,50.22
2017-05-22,53.04333333333333
2017-05-29,51.46
2017-06-05,50.31
2017-06-12,48.85333333333333
2017-06-19,46.92
2017-06-26,44.82
2017-07-03,47.285
2017-07-10,47.79
2017-07-17,48.28333333333334
2017-07-24,49.3
2017-07-31,50.97
2017-08-07,52.19
2017-08-14,51.9
2017-08-21,50.27
2017-08-28,52.05666666666667
2017-09-04,52.38
2017-09-11,54.2
2017-09-18,55.123333333333335
2017-09-25,56.43
2017-10-02,57.01
2017-10-09,57.0
2017-10-16,56.94
2017-10-23,57.666666666666664
2017-10-30,59.3
2017-11-06,60.49
2017-11-13,63.45666666666667
2017-11-20,61.36
2017-11-27,63.32
2017-12-04,63.61
2017-12-11,61.22
2017-12-18,63.32666666666666
2017-12-25,64.9
2018-01-01,66.44
2018-01-08,68.07
2018-01-15,69.2
2018-01-22,68.92999999999999
2018-01-29,70.42
2018-02-05,69.05
2018-02-12,64.08
2018-02-19,64.33
2018-02-26,65.42
2018-03-05,65.51333333333334
2018-03-12,63.61
2018-03-19,64.89
2018-03-26,69.33
2018-04-02,70.27
2018-04-09,68.02
2018-04-16,71.68
2018-04-23,73.78
2018-04-30,74.0
2018-05-07,73.62
2018-05-14,77.21
2018-05-21,78.72
2018-05-28,78.79
2018-06-04,77.5
2018-06-11,76.09999999999998
2018-06-18,75.94
2018-06-25,74.74
2018-07-02,77.875
2018-07-09,78.24
2018-07-16,75.34333333333333
2018-07-23,72.58
2018-07-30,73.93
2018-08-06,73.73666666666666
2018-08-13,72.07
2018-08-20,70.76
2018-08-27,74.225
2018-09-03,77.77
2018-09-10,77.27
2018-09-17,78.39999999999999
2018-09-24,78.7
2018-10-01,83.16
2018-10-08,84.58
2018-10-15,83.09
2018-10-22,80.33999999999999
2018-10-29,76.89
2018-11-05,75.04
2018-11-12,70.81
2018-11-19,66.62
2018-11-26,63.48
2018-12-03,59.835
2018-12-10,61.56
2018-12-17,60.03
2018-12-24,54.35
2018-12-31,54.47
