,Foreign oil,korea oil,Foreign oil_1,Foreign oil_2,Foreign oil_3,Foreign oil_4,Foreign oil_5,Foreign oil_6,Foreign oil_7,Foreign oil_8,Foreign oil_9,Foreign oil_10,Foreign oil_11,Foreign oil_12,Foreign oil_13,Foreign oil_14,Foreign oil_15,Foreign oil_16,Foreign oil_17,Foreign oil_18,Foreign oil_19,Foreign oil_20,Foreign oil_21,Foreign oil_22,Foreign oil_23,Foreign oil_24,Foreign oil_25,Foreign oil_26,Foreign oil_27,Foreign oil_28,Foreign oil_29,Foreign oil_30,Foreign oil_31,Foreign oil_32,Foreign oil_33,Foreign oil_34,Foreign oil_35,Foreign oil_36,Foreign oil_37,Foreign oil_38,Foreign oil_39,Foreign oil_40,Foreign oil_41,Foreign oil_42,Foreign oil_43,Foreign oil_44,Foreign oil_45,Foreign oil_46,Foreign oil_47,Foreign oil_48,Foreign oil_49,Foreign oil_50,korea oil_1,korea oil_2,korea oil_3,korea oil_4,korea oil_5,korea oil_6,korea oil_7,korea oil_8,korea oil_9,korea oil_10,korea oil_11,korea oil_12,korea oil_13,korea oil_14,korea oil_15,korea oil_16,korea oil_17,korea oil_18,korea oil_19,korea oil_20,korea oil_21,korea oil_22,korea oil_23,korea oil_24,korea oil_25,korea oil_26,korea oil_27,korea oil_28,korea oil_29,korea oil_30,korea oil_31,korea oil_32,korea oil_33,korea oil_34,korea oil_35,korea oil_36,korea oil_37,korea oil_38,korea oil_39,korea oil_40,korea oil_41,korea oil_42,korea oil_43,korea oil_44,korea oil_45,korea oil_46,korea oil_47,korea oil_48,korea oil_49,korea oil_50
Foreign oil_24,0.6724923117801306,0.7155242841967182,0.6751391582954384,0.6760757354227012,0.678714746857998,0.6826846531070886,0.6876373309722544,0.6954763664666653,0.7094787750864482,0.7208293966562501,0.7297404619952305,0.7391224599733784,0.7534624101644811,0.7711751884339586,0.7889173732730759,0.8067244636916676,0.8269359975678231,0.8498293713668686,0.8658565665780967,0.8800010996193562,0.8971116502626996,0.9177253135960038,0.9381960580182562,0.959566844327264,0.9823641977698593,1.0,0.9809157026562004,0.9539533186813705,0.9268896395465124,0.8957761728839423,0.8609134356411751,0.8268840857510938,0.7918521160280244,0.7531889284397452,0.7105640046342352,0.6717148366348663,0.6367040045908515,0.5995854328293686,0.5622416786029117,0.5299006751711763,0.5018466178335961,0.46798523999403346,0.43049054167163103,0.3859532353143891,0.34327932985681164,0.30460274463904374,0.26845624058310014,0.2346316761366227,0.19728265538574927,0.1630299362362922,0.12342373880422278,0.08035831077945045,0.71859588402214,0.7242395849783794,0.7319157269636944,0.7413326696064911,0.752320203859995,0.7646971160112691,0.7776060000356871,0.7910933005557736,0.8063263235211561,0.823743944534438,0.8413279394304773,0.8582719062774588,0.8744103127680635,0.8892763590561593,0.9030715783382938,0.9149735902072398,0.9247266529467371,0.9317598300952091,0.9342891014296488,0.9306341893392821,0.9189768985464503,0.8973524996043418,0.8651580406556565,0.8239100431894749,0.7798047795738104,0.735779361377071,0.6920974969586909,0.6485980815702185,0.6042667159564188,0.5590222416168648,0.5138436483780557,0.4688774229056047,0.4241861311473373,0.3805288586125756,0.3376485672852088,0.29510184012366497,0.2534127495904387,0.21183953954713225,0.17023631058208266,0.12773237571392956,0.08516334040544549,0.04433442284940987,0.004082950255881447,-0.03603699488181193,-0.07584065815590192,-0.1141723607373019,-0.1478640468762694,-0.17451281657956003,-0.1916907847541641,-0.20067376216000873
Foreign oil_25,0.6452161211735935,0.6927017330328878,0.6495585195944519,0.6508880649889257,0.6532450629740686,0.6563806401288108,0.6586556509693502,0.6655808323360326,0.67893832584404,0.694153566150678,0.7057825193111901,0.7159582054801249,0.728355560926431,0.7428713232947246,0.7595256480487983,0.7775306668839538,0.7945948081185129,0.8173671628499817,0.8368282884545934,0.8519233551201626,0.8694513867433361,0.8890256807903649,0.9115263932756659,0.9350244244186426,0.9571323038479383,0.9809157026562004,1.0,0.98006162558402,0.9526006920276188,0.9246657142138524,0.892618713296864,0.8574514972745396,0.8243786410934729,0.78703589020871,0.7485899186434958,0.7087069179634534,0.6700306165428782,0.6319122213320483,0.5920902371412279,0.553583360998581,0.5213182850518211,0.48359153268246513,0.4487275354207319,0.41299220266849457,0.3660526484924626,0.32389545988822066,0.2871677534711928,0.25203560366188793,0.2114459986944317,0.1767407132139193,0.13751781279556594,0.09872534778735044,0.6942740810537709,0.6989555825591206,0.7058992943397056,0.715042799421431,0.7265480355540743,0.7394912756922968,0.7533802201679188,0.768237038418948,0.7834534453149854,0.799813437141558,0.8178423085527169,0.836102516013479,0.8537315408485584,0.8707394211246359,0.886389142450978,0.9007470068325882,0.9133378421899933,0.9237992921674095,0.9311050283411136,0.9334706669598014,0.9293607773243757,0.9170297923798233,0.8946719741117186,0.8621591652806251,0.8217681541472243,0.77881886901827,0.7354969826559434,0.6925064459095249,0.648938192798685,0.6040563721391614,0.5575722796356495,0.5103948294860996,0.46268615937801394,0.41508584053552433,0.3690842018750906,0.3242690541210297,0.2803561164239744,0.23733742844521524,0.19493499019410074,0.15337585201857643,0.1103072687076143,0.06637657695693976,0.02304985057133641,-0.02005356224480262,-0.06404300488934199,-0.10681072453491745,-0.14412186285622777,-0.1749924429625461,-0.19437089547137096,-0.20316861874446365
Foreign oil_26,0.6117613769294623,0.6679307806283992,0.6186374555923012,0.6218448667440556,0.6249246927448106,0.6280151017617145,0.6293491617485675,0.6336161195669184,0.6463595734245049,0.6609597570414315,0.6764931700062707,0.6895785673578563,0.7029392670527679,0.7150961964015202,0.7284161026187,0.7454235705921693,0.7625637958369351,0.7822849675940369,0.8012014162375228,0.8197191991649441,0.8385721581513298,0.8586099988023537,0.8802932413010743,0.9063595916161694,0.9307926090570465,0.9539533186813705,0.98006162558402,1.0,0.979722344225506,0.9515546869008003,0.9227618572693735,0.8903749142732081,0.8563148211828947,0.821213440808394,0.7842031799931036,0.7478676973430974,0.7080236057712709,0.6665218326570156,0.6252212585944211,0.5840618891731111,0.5457042310697983,0.5035266979163153,0.4652183472858093,0.43263128641975107,0.3948359711274336,0.34842258086713407,0.3077577473393553,0.27213190573268164,0.2287449256786169,0.19084005487889075,0.1514755832600894,0.11357629996950468,0.6687173129452897,0.6720588001389269,0.678166739669284,0.6866665768490606,0.6980359186591946,0.7116212900003336,0.7261971570566504,0.742174327489031,0.7589027386847608,0.7753117775517495,0.7922418489022294,0.810984987857082,0.8299933138819172,0.848599308434333,0.8665162530942159,0.8828493948646068,0.8981239735565058,0.9117945380589573,0.9228511362222532,0.93030022665907,0.9325620024731452,0.9281674761801056,0.915496551588606,0.8931399886791807,0.8616000196551058,0.8223659716456586,0.7801137776811145,0.7374457066069375,0.6944057173054159,0.6503009017687484,0.6041735894139371,0.5555189376384676,0.5053852739335936,0.4546937075844418,0.4047416194920047,0.3568376624485284,0.31078771793367704,0.2656843626602258,0.2219491553579761,0.17974372823225288,0.1376422617108396,0.09306225499978335,0.04619861666777161,-0.0003877660894101888,-0.04796850198858146,-0.09536038680721703,-0.13678339043157406,-0.17064497617638044,-0.19306672875033876,-0.20301750057576187
Foreign oil_27,0.5768510535079256,0.6432677541075787,0.5834967782259066,0.5897067804341841,0.5950760657551075,0.599299110070566,0.6007845713428774,0.6039523182569074,0.6135851748386542,0.6274844134114522,0.6422543678973873,0.6593121428565245,0.6753852291500803,0.6880426901585671,0.6991016463901499,0.7129229532352965,0.7290548960508776,0.7487890107603639,0.7647081009212713,0.7827921466099201,0.8052300930405322,0.8261293500696544,0.8484982381506883,0.8737887679675015,0.9010895476522934,0.9268896395465124,0.9526006920276188,0.979722344225506,1.0,0.9792125566112658,0.950390538242054,0.9211367683822671,0.8893544161519354,0.8538862950304962,0.8189627514580093,0.7833913401896684,0.747086253221071,0.7051272574699222,0.6605329160159196,0.6179366969532688,0.5770580702712335,0.5299473286889204,0.4876783571966603,0.4515780131768271,0.41729819441783994,0.38027384216409815,0.3347260193959551,0.2950488534602773,0.2506795952127301,0.20978342625499602,0.16796433628871335,0.13026792888120342,0.6438314052275769,0.6464902024511943,0.6513025160425048,0.6588811794704001,0.6694274055937228,0.6826729871599483,0.6978041601316612,0.7142860866405214,0.7319905354095922,0.749862975125648,0.7667868390011044,0.7843652825652693,0.8038168954793359,0.823775660868497,0.8432694215824146,0.8619126346809368,0.8792207157712298,0.8956838144339703,0.9100652393266865,0.9214347118867089,0.9290088958736746,0.9312360805795096,0.92671645297805,0.9140765989260686,0.8924425882270792,0.8618692634756188,0.8232889876911602,0.7816674825135074,0.739065690212033,0.6956804077852418,0.6506097880502298,0.6026025162070074,0.5512763479330559,0.49851990009829356,0.4458095499097816,0.3942266136772769,0.3453609127290009,0.29840975473191367,0.2527831430850189,0.20937572758271186,0.16670087243325374,0.12317027315497334,0.07565153349771157,0.02551770735262281,-0.025623038008210513,-0.0765973381683321,-0.12241638698782271,-0.1601154762101999,-0.18518138847260165,-0.19801519804220377
Foreign oil_28,0.5373196213865266,0.6167874666080767,0.5460485856894726,0.5521060385794254,0.5607061026556712,0.567417726859603,0.5700125878548613,0.5734043750623905,0.5821171133138116,0.5928661627749621,0.6068575659152028,0.6231900660261961,0.6434008862273092,0.658551860925459,0.6700962542724049,0.6817108499591638,0.6944991096897757,0.7133249675791689,0.7289741713039303,0.743884906104708,0.7660806073536953,0.7906756197490408,0.8140940822466197,0.8404101828890876,0.8669768487041873,0.8957761728839423,0.9246657142138524,0.9515546869008003,0.9792125566112658,1.0,0.9787249367792253,0.9493276515926896,0.9207571538392345,0.8878442502548088,0.8525616094161791,0.8185502891301294,0.7829328429593235,0.7449001299121955,0.6996030175780313,0.6536006691033615,0.6114410541559105,0.5619514909487625,0.5150964283966672,0.4752074610804699,0.437398035291573,0.40405044915303856,0.36777333308719456,0.323184169274378,0.27366980498699606,0.23184231052695017,0.18731858214529074,0.147500351460998,0.6172807832863451,0.6198605617148674,0.6240858307468417,0.6304076804223467,0.6401005009638655,0.6525632349976496,0.6674057865943306,0.684519406119796,0.7027959133267764,0.7217014472954401,0.740108632176688,0.7576921878208805,0.7759570915429767,0.7963996401431455,0.8173049816709141,0.8375924076239395,0.8573607392996561,0.8761002183017702,0.8934846765553622,0.908359673256654,0.9200528095209926,0.92781359037508,0.9301275676455342,0.9258090705751255,0.9139306232588525,0.893268354752523,0.8633775771956357,0.8254193092955764,0.7838959352333331,0.7409829126809231,0.6966736070079773,0.6496943074641157,0.598978483119283,0.5450827957033482,0.49040260453652196,0.4361515831518759,0.38372419420857856,0.3340897794546801,0.28671747345950005,0.2415200929309011,0.19763513572603433,0.15344013648792065,0.1067564905865672,0.05575047600547711,0.0006415972044500943,-0.05417256171853276,-0.10327255343065042,-0.14488326909944074,-0.17294525584264417,-0.18774908047659114
Foreign oil_29,0.5006818769053862,0.5903583256436353,0.5078023583254705,0.5156642198681461,0.5236747830128299,0.5333182952312192,0.5384166400221154,0.5429256017467293,0.5518038240525229,0.561577140409155,0.5724165999421734,0.5878799312421326,0.6073631614637938,0.6270814271914825,0.6411263378014442,0.6530498653655048,0.6636077024528768,0.6788956724876932,0.6937218775021758,0.708297732090476,0.7269634983815191,0.7515357902410682,0.7784787501030687,0.8056313650940918,0.8330618124828775,0.8609134356411751,0.892618713296864,0.9227618572693735,0.950390538242054,0.9787249367792253,1.0,0.9783226870094425,0.9491669942512125,0.9194960526435735,0.8865753294938566,0.852671396399264,0.8186914415823253,0.7812232790412555,0.7403361744811681,0.6936697155954131,0.6478571703028306,0.597462850837965,0.5478887949329752,0.5029192814897178,0.46123414447306516,0.42413145497073784,0.3917181425972062,0.3564432664089346,0.3027161574661298,0.2555209117762149,0.20993570954751103,0.16708228161617455,0.5910614729179797,0.5933802322875833,0.5973807416096732,0.6030457282680841,0.6114252615854653,0.6230286055074096,0.6370458168928088,0.6538822983168062,0.6728159283223455,0.6922969134361867,0.7117655865711177,0.7308486101458439,0.7491062490149786,0.7683162306282179,0.789704529554268,0.8114108895379474,0.8328035353152475,0.8539529545055893,0.8735837915312282,0.8914555513467667,0.9066499655783634,0.9185371987387675,0.9264281970179523,0.9290017850535428,0.9255270905881406,0.914688785825143,0.8947770641041216,0.8655939505433886,0.827773130128599,0.7860038866321284,0.7422768524636812,0.6963113858676271,0.6468627002427336,0.5936656964685515,0.5378138056791131,0.48151092950197805,0.426254906014804,0.37287869305377164,0.32266931382864333,0.27555242919262557,0.22982775463244934,0.18448025112440392,0.1373210316981853,0.08732121769789843,0.03154423524517087,-0.027191357229532434,-0.08040601414369931,-0.12572985084562346,-0.15851098210195158,-0.1770344490278163
Foreign oil_30,0.4683467160392607,0.5645448976661241,0.47217460179337345,0.478464218197428,0.4881917454207495,0.49718062659596896,0.5053831015341499,0.5123338058179109,0.5220012701658721,0.5318792641309114,0.541708584948336,0.5538679361164863,0.572258160777398,0.5912232947032627,0.6099922902281872,0.6244799436738853,0.6354282448885081,0.6482929221412008,0.6597691644251215,0.6735980779742363,0.691724096451916,0.7124786757135745,0.7392963264308914,0.7698548403512195,0.7981400577408273,0.8268840857510938,0.8574514972745396,0.8903749142732081,0.9211367683822671,0.9493276515926896,0.9783226870094425,1.0,0.9780398820073022,0.9480905232095256,0.9181660780564944,0.8866470360511631,0.8527730541982235,0.8172389904728828,0.7773655049655197,0.7352881322270962,0.6887509015987854,0.6357784926586223,0.5853923032429568,0.5373120581137042,0.4906121564938514,0.44939428953007987,0.41294038655713344,0.3814748570751032,0.33774637678795894,0.28606619701792146,0.2354164674706644,0.19142004824370296,0.5657246375601908,0.5681786181831198,0.5718479219754986,0.5771929735984966,0.5847550611267003,0.5948726396642092,0.60790822351061,0.6237579475896882,0.6422802804089537,0.6623537322443954,0.6823771536249332,0.7025085621764402,0.7222610407577125,0.7414024353892301,0.7614676638281004,0.7836212961063066,0.8063912936446195,0.8290892632561434,0.8510950138012187,0.8712132536931916,0.8894256592825504,0.9048358622113847,0.9168554540984993,0.9249211417273914,0.9281468496370772,0.9255637691019889,0.9154458240411321,0.8962693383830446,0.8673318279568505,0.8294247405415016,0.7870716954688702,0.7420373318112242,0.6939698608428346,0.6423556199230465,0.5874333897150816,0.5301133185495919,0.4728795447138549,0.4167285286018256,0.3627663876395392,0.31273486151977503,0.2650992284458091,0.21799496181972486,0.16986273223579385,0.11958355766474388,0.06507853839725561,0.005854322694751096,-0.051351168919173094,-0.10100296777708334,-0.13804906627260569,-0.16191362370767434
Foreign oil_31,0.43523160155020874,0.5363318621932976,0.4357033097278602,0.4394043761777815,0.44842329517618773,0.45992464822318135,0.46752975033056116,0.4776247880762931,0.48981825762636655,0.5005480028755206,0.5102824741561631,0.5215768506370259,0.5365150339920118,0.5533242224139818,0.5713972219705981,0.5911435461644974,0.6046123859508009,0.618161276630949,0.6268798920310426,0.6373790683787091,0.6553499075301362,0.675015271021104,0.698547946727117,0.7296613772427551,0.7618394814856165,0.7918521160280244,0.8243786410934729,0.8563148211828947,0.8893544161519354,0.9207571538392345,0.9491669942512125,0.9780398820073022,1.0,0.9780110632832897,0.947853164132078,0.9175860023695446,0.8858385200866178,0.8514426419568879,0.8128431245741158,0.7716829318203174,0.7303360626497707,0.6775915830435064,0.6259755836377886,0.5777932023557918,0.5283004616797103,0.48220693246994556,0.4406347792241115,0.40518722580632544,0.36281817282953804,0.32136812979185747,0.2674312860387492,0.21934864801157075,0.5384983312425087,0.5419152535271246,0.5460936666838245,0.5512282222234165,0.5585087888752996,0.5677321043172302,0.5792962292838375,0.5940739959668938,0.6115323872702239,0.6311733156521311,0.651726707487419,0.6724240882852341,0.6932287579524871,0.71391444494048,0.733920581061898,0.754770430284617,0.778157577571429,0.8026172227955966,0.8264578618114985,0.8492016580810514,0.8699308338139544,0.8886141289305235,0.9043054089265432,0.9164438953653453,0.9247346418491595,0.9284193035542769,0.9262567496457939,0.9165819727643558,0.8976012299264419,0.8686075483521927,0.8301972958019861,0.7863942177442635,0.7391492870462771,0.6891963289465394,0.6363234485982299,0.5804368735516011,0.5227967248054363,0.4652797047107925,0.4089954291359828,0.3556124517762583,0.30513690621238476,0.25596426984981696,0.20554830304553715,0.15388423860775968,0.09838066640014412,0.040088189863372814,-0.01663927169099263,-0.06888158889716153,-0.10807999194525472,-0.13456762957522056
Foreign oil_32,0.40106365742558725,0.5055364940246324,0.4017953024109282,0.4016199648161704,0.40756192162178145,0.41787777173048885,0.42779386174830497,0.4374577753981083,0.4533216373838822,0.4666565630883925,0.477333056308538,0.4885370287446599,0.5028897794598712,0.5166116753878581,0.5323183932546364,0.5510919052539781,0.5697968770928141,0.585956779870675,0.5950366662711009,0.6024506333694043,0.6169494244254441,0.637031061060383,0.6592194318879727,0.6870422068612337,0.7195012665205877,0.7531889284397452,0.78703589020871,0.821213440808394,0.8538862950304962,0.8878442502548088,0.9194960526435735,0.9480905232095256,0.9780110632832897,1.0,0.9779150990517864,0.9478537038080993,0.9174300587561506,0.8848504681703142,0.8473954717183356,0.8074857137838154,0.7669686572237779,0.7189555300813147,0.6673142679828961,0.617781635564485,0.5680385407175719,0.5190542974290081,0.47273577181381937,0.4321175981841953,0.3857757065116245,0.3457998922624839,0.3018011144520325,0.25026280540162466,0.5079642185700463,0.5122752563179293,0.5173550191796912,0.5230799728550916,0.530334654377355,0.539487543699455,0.5502481467468409,0.5637486330203382,0.5803082876351899,0.5989598081121124,0.619104003098516,0.6403563866447155,0.6617653421314795,0.6835800569976829,0.7052164631201608,0.7260269186635829,0.7481391620761841,0.7733213495369606,0.7990307369926538,0.823657021294326,0.8470575471392442,0.8683213636671192,0.8874133043800111,0.9035026674559372,0.9162812998235503,0.9253514362503712,0.9296317620675163,0.9280449652011369,0.9186014810726616,0.8995607383763242,0.87002940950783,0.8301516600252882,0.784069662465216,0.7347856481340835,0.6834148309199036,0.6294273008053932,0.5730571772742525,0.5149478163648911,0.4571375195024497,0.4012919756752787,0.34736574678353993,0.29527842325766246,0.24272791661975296,0.18865404932075894,0.13159550754999086,0.07210514929088198,0.016237328469107935,-0.03557797228302661,-0.07747790512203653,-0.10627419921333228
Foreign oil_33,0.3651322517523212,0.473736136615394,0.3663501349062396,0.36671544521346183,0.3690488382475116,0.37648517831467043,0.3852009289371812,0.39719065721562974,0.4126033580936958,0.42964899311616284,0.44287910658079993,0.4550849232425577,0.4692982130571466,0.48203554064822074,0.49465832384656366,0.511185630467807,0.5288400551765511,0.5503803911972726,0.5620033869868403,0.5698275516271896,0.5813984492323957,0.5977511955387687,0.6205735583045682,0.6472894789965089,0.6765075555513056,0.7105640046342352,0.7485899186434958,0.7842031799931036,0.8189627514580093,0.8525616094161791,0.8865753294938566,0.9181660780564944,0.947853164132078,0.9779150990517864,1.0,0.9772992652561456,0.9469570121929276,0.9161975798010489,0.8803940091962771,0.8416078454469084,0.802553038796206,0.756070588010511,0.7098734292678659,0.6605103690479031,0.6096222643601977,0.560434022433831,0.5107304079347031,0.4653462384937416,0.412846731277584,0.36884806205382253,0.32692525201860745,0.28588089672350125,0.4767072515287806,0.48143914798960447,0.48755346758112206,0.4942397355581229,0.5021093652885642,0.5112089599646437,0.5219126965612523,0.5345658157741522,0.5498013525532082,0.5675300801435575,0.5866315764730068,0.6074551062169539,0.6294055181479117,0.6518257918743057,0.6745966537017523,0.6970694482359062,0.7192027925114834,0.7432349645188877,0.7697738146756329,0.796363952524855,0.8217497876996247,0.8457847405048625,0.867505390301178,0.886956090720766,0.903467149923173,0.9167844728193443,0.9262558249139818,0.9309101262221877,0.9294567308065732,0.9199048355164027,0.9003512190338513,0.8693692822105639,0.8272679394188595,0.7793377771419007,0.7288764224699451,0.67664420455822,0.6224736925424514,0.5659432408711982,0.5077615234626593,0.4505634472422459,0.3942273678957031,0.33865284212189056,0.28301173467257235,0.22666792447011389,0.16691723612266393,0.10573302591639662,0.04908518470838177,-0.0012588497625010545,-0.04189918288825089,-0.07291033008606611
Foreign oil_34,0.3330748482777023,0.4491472457164302,0.33979289271769664,0.3407394013146687,0.3429761370527126,0.346405184101488,0.3527115281833982,0.36294959952762423,0.3791364565977022,0.39546247231729753,0.4125414514814386,0.42695049689708714,0.4413323839275651,0.45442724354731223,0.46643386744599596,0.47972501595368017,0.4955391988991219,0.5152876593475371,0.5338732204181051,0.544840036319134,0.5557744550154179,0.5684231642949545,0.5868910185329237,0.6129359092827461,0.6409630065386784,0.6717148366348663,0.7087069179634534,0.7478676973430974,0.7833913401896684,0.8185502891301294,0.852671396399264,0.8866470360511631,0.9175860023695446,0.9478537038080993,0.9772992652561456,1.0,0.9771818879292063,0.946666401383422,0.914584876609876,0.877836419581393,0.8393052809555843,0.7974373295828785,0.7520596906783074,0.7065362701342655,0.6561567006325786,0.6050446017277906,0.5549797859691183,0.5055521228998912,0.4519897202761673,0.4008947599415417,0.35537460792457104,0.3153355702542131,0.45349232408557855,0.4582128593239813,0.4643198951411192,0.4716080885198529,0.47978741949542886,0.4889247670805068,0.49912445271681155,0.5111251700865147,0.5249736605610915,0.5410534354032404,0.559180430566923,0.5788433126798932,0.6002517381206911,0.6229874881896639,0.6461494343034757,0.6696051575365782,0.6930277187627268,0.7163431608438332,0.7411730181012087,0.7682839628229565,0.7953494552525553,0.8210648337476382,0.8452218303147476,0.8667119986037152,0.8858909872099957,0.9024460324497215,0.9159862748521034,0.9258268185839498,0.930724079760562,0.9294788023254209,0.9199849919595088,0.9001073757775228,0.8681089914805392,0.8249186970278969,0.77616950282583,0.7250237908571112,0.6724843007231593,0.6180047351822492,0.5611918316501202,0.5031310999010047,0.44543070050744404,0.3878683252498724,0.32975921010556236,0.27131478071755266,0.2107653697452379,0.14787308759750956,0.08858261653817538,0.03565886578061942,-0.00711294262512162,-0.04030121155326201
Foreign oil_35,0.3014468473199008,0.42460431293848994,0.30993751972210354,0.31638809245621397,0.31901683331342484,0.32223013796817784,0.3245731572987056,0.33223861280864664,0.3462903297900849,0.3633302986508531,0.3797006743376134,0.3979081075327449,0.41432762095169495,0.4277186307629882,0.4401649456785958,0.4527860802830991,0.4654112392508137,0.4831128292157197,0.5001996760148456,0.5183472720790614,0.5322198505084155,0.5440679470530925,0.5586179227112381,0.5799298392550065,0.6072185975530313,0.6367040045908515,0.6700306165428782,0.7080236057712709,0.747086253221071,0.7829328429593235,0.8186914415823253,0.8527730541982235,0.8858385200866178,0.9174300587561506,0.9469570121929276,0.9771818879292063,1.0,0.9771679684510438,0.9458493577128974,0.9129508040872045,0.8763279969105932,0.8360477224174806,0.7952808106178133,0.7500982120647012,0.703759778602365,0.6529146626895317,0.6007301620989413,0.5507396877546042,0.49394250401302814,0.4415090859047009,0.3890883363076733,0.3451926521629325,0.43076293340239896,0.4367383235142579,0.44272222562361724,0.44989632137938346,0.45853903130907503,0.46786000285785995,0.4779940922088555,0.4893476398311648,0.5024134007903692,0.5170129610261984,0.5334508634897296,0.5520940882427035,0.5722928082838115,0.5944213375544561,0.6178491188893654,0.6416580568894132,0.6659902663642994,0.6904621883454407,0.7144568562359679,0.7397742643881742,0.7673064024314713,0.7946574986095959,0.820443200973751,0.844271131304433,0.8653451844724434,0.8844478063991632,0.9011654582492952,0.9150466241544567,0.9251373148033872,0.9303062161612593,0.9292624281425332,0.9197536250289077,0.8992326446211217,0.8664440878382256,0.8226083233011394,0.7732762297280282,0.7218365171116793,0.6689999624861146,0.6142211576488066,0.5574153552154693,0.4988478909244927,0.4400307577026727,0.3801772836365106,0.3194836973652614,0.25712397990209634,0.19361595240970197,0.1324572034140742,0.07652763752244608,0.030296952017766977,-0.005990109626318623
Foreign oil_36,0.2704575282686173,0.39449133699325006,0.27559568229676557,0.28338192183290956,0.2912958389892516,0.29459823086692377,0.29642112089017814,0.3002904373590095,0.3124173395516058,0.3273770108972697,0.34452793031119505,0.36209469752651635,0.38276921469197406,0.39845166508386853,0.4109626424417393,0.42382155225162516,0.43559420655090253,0.45023757103254963,0.46467690508392856,0.4809534171209229,0.5022738232250112,0.517692559618047,0.531330701628974,0.5489263464284919,0.5711420476814337,0.5995854328293686,0.6319122213320483,0.6665218326570156,0.7051272574699222,0.7449001299121955,0.7812232790412555,0.8172389904728828,0.8514426419568879,0.8848504681703142,0.9161975798010489,0.946666401383422,0.9771679684510438,1.0,0.9761108875724057,0.9439074880093977,0.9112264831038001,0.8720057913571301,0.8328478639533218,0.7925691795440634,0.7464411909512673,0.6997658286742542,0.6479513408261701,0.5958849283235655,0.537836018136732,0.48233049915802284,0.4282398229973581,0.3774998499512809,0.4023283459042149,0.4101654572686605,0.41744466500380456,0.4246371596447562,0.4334476464794576,0.44352972612213604,0.45401957053529945,0.4655895696121632,0.47823976317621814,0.4921626532397166,0.5071149136901143,0.524063472427259,0.5432608212801711,0.5642486706108403,0.5871509525727454,0.6112760554908799,0.6360813850056167,0.6616983820085824,0.6870385319275183,0.7115922085883087,0.7373880191915693,0.7653199175972093,0.7929312647806765,0.8187736432413274,0.8427177090529672,0.8641166310000883,0.883589977337884,0.9007844034098509,0.9149539156000898,0.9252777717359799,0.9305332058506113,0.9292775156092973,0.9189314635778689,0.8974828653560989,0.8639758450224118,0.8194744633060764,0.7697854117009186,0.7179796322392885,0.6648064373788193,0.6100500653611876,0.5526940303940959,0.4928874598889157,0.4315409433802207,0.3688081721982432,0.3037393676458469,0.23803070424323322,0.1764127977930515,0.11894412022315765,0.07026926797640652,0.03090803930573405
Foreign oil_37,0.24863816257243568,0.36679898856792065,0.2502771532038198,0.25413354544128064,0.2623025065965531,0.27011460694287587,0.2721582448613296,0.2752230940266567,0.2826851132650623,0.29550480879993,0.3107266397855661,0.3287654350291013,0.34844869149388974,0.3694297799964271,0.3843136523579081,0.39676180691716323,0.409000720640463,0.4221854254828314,0.43438788561302394,0.44809327347857003,0.4664814055664605,0.4895781651692082,0.5060228373619597,0.5214779804058481,0.5394231625480584,0.5622416786029117,0.5920902371412279,0.6252212585944211,0.6605329160159196,0.6996030175780313,0.7403361744811681,0.7773655049655197,0.8128431245741158,0.8473954717183356,0.8803940091962771,0.914584876609876,0.9458493577128974,0.9761108875724057,1.0,0.9757126329980161,0.9431810612149183,0.9094632802302852,0.8703264108734636,0.830361741665714,0.7893289325196832,0.7423341357346045,0.6952058031044579,0.6430779277363555,0.5864793195921232,0.5291787563759559,0.4716702652335905,0.41810588924903286,0.37512177482234743,0.38404802275196254,0.39274709972809124,0.40095640322472526,0.4094358795424567,0.41944762536656977,0.4304414838971254,0.44211189011759006,0.45472825772137787,0.46802983543360444,0.4822548658060409,0.4975744297646507,0.5149475939857072,0.5347453368166836,0.5563348077760021,0.5797701731980522,0.6045606241434899,0.6300485844015636,0.6560981952107494,0.6816949222269542,0.706397231844938,0.7322816095556516,0.7602768230331576,0.7878110336214021,0.8138334298895872,0.8382490984302967,0.860235504438066,0.880514646572361,0.8982758076293711,0.9130621014115855,0.9239865533579593,0.9299942525226598,0.9289041459469417,0.918187662270816,0.8962640162826803,0.8621851671050192,0.8170851739640128,0.7667160244853168,0.7142857624244914,0.660693108400449,0.6054157786386638,0.5472295701585708,0.48582485570610406,0.4224199327899087,0.3565254927410459,0.2888384020132403,0.22407002536250184,0.16445691843118532,0.110945360007686,0.06607327430195875
