datetime,Foreign oil,Foreign oil_1,Foreign oil_2,Foreign oil_3,Foreign oil_4,Foreign oil_5,Foreign oil_6,Foreign oil_7,Foreign oil_8,Foreign oil_9,Foreign oil_10,korea oil
2018-07-16,0.864782572,0.889026621,0.886724073,0.821990916,0.842776937,0.837309698,0.864111784,0.890190512,0.893184877,0.874028514,0.817493061,0.772960751
2018-07-23,0.82833081,0.864782572,0.889026621,0.886724073,0.821990916,0.842776937,0.837309698,0.864111784,0.890190512,0.893184877,0.874028514,0.776397781
2018-07-30,0.839477668,0.82833081,0.864782572,0.889026621,0.886724073,0.821990916,0.842776937,0.837309698,0.864111784,0.890190512,0.893184877,0.778382881
2018-08-06,0.829687106,0.839477668,0.82833081,0.864782572,0.889026621,0.886724073,0.821990916,0.842776937,0.837309698,0.864111784,0.890190512,0.785404516
2018-08-13,0.800220792,0.829687106,0.839477668,0.82833081,0.864782572,0.889026621,0.886724073,0.821990916,0.842776937,0.837309698,0.864111784,0.792435674
2018-08-20,0.776728489,0.800220792,0.829687106,0.839477668,0.82833081,0.864782572,0.889026621,0.886724073,0.821990916,0.842776937,0.837309698,0.796391593
2018-08-27,0.82599672,0.776728489,0.800220792,0.829687106,0.839477668,0.82833081,0.864782572,0.889026621,0.886724073,0.821990916,0.842776937,0.798886058
2018-09-03,0.866521575,0.82599672,0.776728489,0.800220792,0.829687106,0.839477668,0.82833081,0.864782572,0.889026621,0.886724073,0.821990916,0.803432271
2018-09-10,0.872747918,0.866521575,0.82599672,0.776728489,0.800220792,0.829687106,0.839477668,0.82833081,0.864782572,0.889026621,0.886724073,0.815814153
2018-09-17,0.88684288,0.872747918,0.866521575,0.82599672,0.776728489,0.800220792,0.829687106,0.839477668,0.82833081,0.864782572,0.889026621,0.842339277
2018-09-24,0.897583901,0.88684288,0.872747918,0.866521575,0.82599672,0.776728489,0.800220792,0.829687106,0.839477668,0.82833081,0.864782572,0.875338586
2018-10-01,0.967600303,0.897583901,0.88684288,0.872747918,0.866521575,0.82599672,0.776728489,0.800220792,0.829687106,0.839477668,0.82833081,0.896512983
2018-10-08,1,0.967600303,0.897583901,0.88684288,0.872747918,0.866521575,0.82599672,0.776728489,0.800220792,0.829687106,0.839477668,0.934177516
2018-10-15,0.977390866,1,0.967600303,0.897583901,0.88684288,0.872747918,0.866521575,0.82599672,0.776728489,0.800220792,0.829687106,0.97119463
2018-10-22,0.931592228,0.977390866,1,0.967600303,0.897583901,0.88684288,0.872747918,0.866521575,0.82599672,0.776728489,0.800220792,0.994663557
2018-10-29,0.885888216,0.931592228,0.977390866,1,0.967600303,0.897583901,0.88684288,0.872747918,0.866521575,0.82599672,0.776728489,0.998986028
2018-11-05,0.824451173,0.885888216,0.931592228,0.977390866,1,0.967600303,0.897583901,0.88684288,0.872747918,0.866521575,0.82599672,1
